thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
10,0,10,[np.float64(-0.02625)],[np.float64(-0.1625)],[1],[0],[0],[1.3686816999688745],['target'],10,0,10,0,15.866359899984673,,10,15.849009500001557,15.866359899984673,15.866359899984673,0.014237700030207634,17.21776869997848,[np.float64(-0.02625)],[np.float64(-0.1625)],[1],[0],[0],[1.3686816999688745],['target'],P_03,001,2025-09-28_19h31.07.844,Visual search experiment,,2025.1.1,60.16604624400889,2025-09-28 19h31.17.838469 +0530,
11,0,11,[np.float64(0.165)],[np.float64(-0.10875)],[1],[0],[0],[1.5686649000272155],['target'],11,0,11,0,17.249054500018246,,10,17.232102600042708,17.249054500018246,17.249054500018246,0.014172700000926852,18.800816499977373,[np.float64(0.165)],[np.float64(-0.10875)],[1],[0],[0],[1.5686649000272155],['target'],P_03,001,2025-09-28_19h31.07.844,Visual search experiment,,2025.1.1,60.16604624400889,2025-09-28 19h31.17.838469 +0530,
12,0,12,[np.float64(-0.14125)],[np.float64(0.12875)],[1],[0],[0],[1.3681157999671996],['target'],12,0,12,0,18.832709299982525,,10,18.815692099975422,18.832709299982525,18.832709299982525,0.014762799954041839,20.18385729996953,[np.float64(-0.14125)],[np.float64(0.12875)],[1],[0],[0],[1.3681157999671996],['target'],P_03,001,2025-09-28_19h31.07.844,Visual search experiment,,2025.1.1,60.16604624400889,2025-09-28 19h31.17.838469 +0530,
13,0,13,[np.float64(-0.4675)],[np.float64(0.435)],[1],[0],[0],[1.418494899990037],['target'],13,0,13,0,20.21544289996382,,10,20.198542200028896,20.21544289996382,20.21544289996382,0.01457470003515482,21.61709079996217,[np.float64(-0.4675)],[np.float64(0.435)],[1],[0],[0],[1.418494899990037],['target'],P_03,001,2025-09-28_19h31.07.844,Visual search experiment,,2025.1.1,60.16604624400889,2025-09-28 19h31.17.838469 +0530,
14,0,14,[np.float64(-0.20375)],[np.float64(-0.44375)],[1],[0],[0],[2.2693658000789583],['target'],14,0,14,0,21.64859580004122,,10,21.63077270006761,21.64859580004122,21.64859580004122,0.013564400025643408,23.900195900001563,[np.float64(-0.20375)],[np.float64(-0.44375)],[1],[0],[0],[2.2693658000789583],['target'],P_03,001,2025-09-28_19h31.07.844,Visual search experiment,,2025.1.1,60.16604624400889,2025-09-28 19h31.17.838469 +0530,
15,0,15,[np.float64(0.0125)],[np.float64(0.41)],[1],[0],[0],[1.725431099999696],['target'],15,0,15,0,23.915375899989158,,5,23.907468599965796,23.915375899989158,23.915375899989158,0.007156099891290069,25.632949799997732,[np.float64(0.0125)],[np.float64(0.41)],[1],[0],[0],[1.725431099999696],['target'],P_03,001,2025-09-28_19h31.07.844,Visual search experiment,,2025.1.1,60.16604624400889,2025-09-28 19h31.17.838469 +0530,
16,0,16,[np.float64(0.25875)],[np.float64(0.41375)],[1],[0],[0],[1.9415027999784797],['target'],16,0,16,0,25.648408300010487,,5,25.641093100071885,25.648408300010487,25.648408300010487,0.008053699973970652,27.582645799964666,[np.float64(0.25875)],[np.float64(0.41375)],[1],[0],[0],[1.9415027999784797],['target'],P_03,001,2025-09-28_19h31.07.844,Visual search experiment,,2025.1.1,60.16604624400889,2025-09-28 19h31.17.838469 +0530,
17,0,17,[np.float64(0.35375)],[np.float64(-0.45375)],[1],[0],[0],[1.7846578999888152],['target'],17,0,17,0,27.614339099964127,,10,27.597866100026295,27.614339099964127,27.614339099964127,0.015126800048165023,29.38257330004126,[np.float64(0.35375)],[np.float64(-0.45375)],[1],[0],[0],[1.7846578999888152],['target'],P_03,001,2025-09-28_19h31.07.844,Visual search experiment,,2025.1.1,60.16604624400889,2025-09-28 19h31.17.838469 +0530,
18,0,18,[np.float64(0.22625)],[np.float64(-0.145)],[1],[0],[0],[1.3360826999414712],['target'],18,0,18,0,29.414094700012356,,10,29.39660630002618,29.414094700012356,29.414094700012356,0.013916600029915571,30.732736699981615,[np.float64(0.22625)],[np.float64(-0.145)],[1],[0],[0],[1.3360826999414712],['target'],P_03,001,2025-09-28_19h31.07.844,Visual search experiment,,2025.1.1,60.16604624400889,2025-09-28 19h31.17.838469 +0530,
19,0,19,[np.float64(0.33875)],[np.float64(-0.435)],[1],[0],[0],[1.4843489000340924],['target'],19,0,19,0,30.763986799982376,,10,30.747444699984044,30.763986799982376,30.763986799982376,0.014600099995732307,32.2318452000618,[np.float64(0.33875)],[np.float64(-0.435)],[1],[0],[0],[1.4843489000340924],['target'],P_03,001,2025-09-28_19h31.07.844,Visual search experiment,,2025.1.1,60.16604624400889,2025-09-28 19h31.17.838469 +0530,
20,0,20,[np.float64(-0.42)],[np.float64(0.28125)],[1],[0],[0],[1.3847230999963358],['target'],20,0,20,0,32.26314120006282,,10,32.24765989999287,32.26314120006282,32.26314120006282,0.015702900011092424,33.63243810005952,[np.float64(-0.42)],[np.float64(0.28125)],[1],[0],[0],[1.3847230999963358],['target'],P_03,001,2025-09-28_19h31.07.844,Visual search experiment,,2025.1.1,60.16604624400889,2025-09-28 19h31.17.838469 +0530,
21,0,21,[np.float64(-0.08375)],[np.float64(-0.21875)],[1],[0],[0],[1.1847535000415519],['target'],21,0,21,0,33.66404200007673,,10,33.6470307999989,33.66404200007673,33.66404200007673,0.014477199991233647,34.83183400006965,[np.float64(-0.08375)],[np.float64(-0.21875)],[1],[0],[0],[1.1847535000415519],['target'],P_03,001,2025-09-28_19h31.07.844,Visual search experiment,,2025.1.1,60.16604624400889,2025-09-28 19h31.17.838469 +0530,
22,0,22,[np.float64(0.08875)],[np.float64(0.0475)],[1],[0],[0],[1.2071066999342293],['target'],22,0,22,0,34.846561999991536,,5,34.84009559999686,34.846561999991536,34.846561999991536,0.008149300003424287,36.04725170007441,[np.float64(0.08875)],[np.float64(0.0475)],[1],[0],[0],[1.2071066999342293],['target'],P_03,001,2025-09-28_19h31.07.844,Visual search experiment,,2025.1.1,60.16604624400889,2025-09-28 19h31.17.838469 +0530,
23,0,23,[np.float64(0.08875)],[np.float64(-0.13625)],[1],[0],[0],[1.1590016999980435],['target'],23,0,23,0,36.06303039996419,,5,36.055234399973415,36.06303039996419,36.06303039996419,0.00788659998215735,37.21428890002426,[np.float64(0.08875)],[np.float64(-0.13625)],[1],[0],[0],[1.1590016999980435],['target'],P_03,001,2025-09-28_19h31.07.844,Visual search experiment,,2025.1.1,60.16604624400889,2025-09-28 19h31.17.838469 +0530,
24,0,24,[np.float64(-0.10375)],[np.float64(-0.39625)],[1],[0],[0],[1.4424414000241086],['target'],24,0,24,0,37.229289400042035,,5,37.22137200005818,37.229289400042035,37.229289400042035,0.006986099993810058,38.6638964000158,[np.float64(-0.10375)],[np.float64(-0.39625)],[1],[0],[0],[1.4424414000241086],['target'],P_03,001,2025-09-28_19h31.07.844,Visual search experiment,,2025.1.1,60.16604624400889,2025-09-28 19h31.17.838469 +0530,
25,0,25,[np.float64(0.19875)],[np.float64(0.41125)],[1],[0],[0],[1.25815590005368],['target'],25,0,25,0,38.67913389997557,,5,38.67219319997821,38.67913389997557,38.67913389997557,0.008201199932955205,39.93040730000939,[np.float64(0.19875)],[np.float64(0.41125)],[1],[0],[0],[1.25815590005368],['target'],P_03,001,2025-09-28_19h31.07.844,Visual search experiment,,2025.1.1,60.16604624400889,2025-09-28 19h31.17.838469 +0530,
26,0,26,[np.float64(0.0725)],[np.float64(-0.24625)],[1],[0],[0],[1.234231899958104],['target'],26,0,26,0,39.961916200001724,,10,39.9456922999816,39.961916200001724,39.961916200001724,0.015166500001214445,41.1799764999887,[np.float64(0.0725)],[np.float64(-0.24625)],[1],[0],[0],[1.234231899958104],['target'],P_03,001,2025-09-28_19h31.07.844,Visual search experiment,,2025.1.1,60.16604624400889,2025-09-28 19h31.17.838469 +0530,
27,0,27,[np.float64(0.35125)],[np.float64(-0.42625)],[1],[0],[0],[1.2860648999921978],['target'],27,0,27,0,41.212239200016484,,10,41.19417789997533,41.212239200016484,41.212239200016484,0.014086500043049455,42.480289999977686,[np.float64(0.35125)],[np.float64(-0.42625)],[1],[0],[0],[1.2860648999921978],['target'],P_03,001,2025-09-28_19h31.07.844,Visual search experiment,,2025.1.1,60.16604624400889,2025-09-28 19h31.17.838469 +0530,
28,0,28,[np.float64(-0.33)],[np.float64(-0.2225)],[1],[0],[0],[1.3081394999753684],['target'],28,0,28,0,42.495301100076176,,5,42.48853830003645,42.495301100076176,42.495301100076176,0.008138200035318732,43.796761300065555,[np.float64(-0.33)],[np.float64(-0.2225)],[1],[0],[0],[1.3081394999753684],['target'],P_03,001,2025-09-28_19h31.07.844,Visual search experiment,,2025.1.1,60.16604624400889,2025-09-28 19h31.17.838469 +0530,
29,0,29,[np.float64(-0.18)],[np.float64(0.125)],[1],[0],[0],[1.351102799992077],['target'],29,0,29,0,43.827552600065246,,10,43.81198810006026,43.827552600065246,43.827552600065246,0.015097199939191341,45.16314850002527,[np.float64(-0.18)],[np.float64(0.125)],[1],[0],[0],[1.351102799992077],['target'],P_03,001,2025-09-28_19h31.07.844,Visual search experiment,,2025.1.1,60.16604624400889,2025-09-28 19h31.17.838469 +0530,
30,0,30,[np.float64(0.03625)],[np.float64(0.37375)],[1],[0],[0],[2.1743872999213636],['target'],30,0,30,0,45.178436400019564,,5,45.17143710004166,45.178436400019564,45.178436400019564,0.008160100085660815,47.34588280005846,[np.float64(0.03625)],[np.float64(0.37375)],[1],[0],[0],[2.1743872999213636],['target'],P_03,001,2025-09-28_19h31.07.844,Visual search experiment,,2025.1.1,60.16604624400889,2025-09-28 19h31.17.838469 +0530,
31,0,31,[np.float64(0.1575)],[np.float64(0.3775)],[1],[0],[0],[1.3409597999416292],['target'],31,0,31,0,47.361277600051835,,5,47.35428219998721,47.361277600051835,47.361277600051835,0.008284799987450242,48.695292100077495,[np.float64(0.1575)],[np.float64(0.3775)],[1],[0],[0],[1.3409597999416292],['target'],P_03,001,2025-09-28_19h31.07.844,Visual search experiment,,2025.1.1,60.16604624400889,2025-09-28 19h31.17.838469 +0530,
32,0,32,[np.float64(0.4825)],[np.float64(-0.35125)],[1],[0],[0],[2.17489319993183],['target'],32,0,32,0,48.71104139997624,,5,48.70367509999778,48.71104139997624,48.71104139997624,0.008288300014100969,50.87863990000915,[np.float64(0.4825)],[np.float64(-0.35125)],[1],[0],[0],[2.17489319993183],['target'],P_03,001,2025-09-28_19h31.07.844,Visual search experiment,,2025.1.1,60.16604624400889,2025-09-28 19h31.17.838469 +0530,
33,0,33,[np.float64(0.46875)],[np.float64(-0.41875)],[1],[0],[0],[1.3079196000471711],['target'],33,0,33,0,50.89428400003817,,5,50.88697700004559,50.89428400003817,50.89428400003817,0.008217600057832897,52.1949450999964,[np.float64(0.46875)],[np.float64(-0.41875)],[1],[0],[0],[1.3079196000471711],['target'],P_03,001,2025-09-28_19h31.07.844,Visual search experiment,,2025.1.1,60.16604624400889,2025-09-28 19h31.17.838469 +0530,
34,0,34,[np.float64(-0.28)],[np.float64(-0.10875)],[1],[0],[0],[1.2250216000247747],['target'],34,0,34,0,52.210585799999535,,5,52.20329169998877,52.210585799999535,52.210585799999535,0.00825850002001971,53.42836300004274,[np.float64(-0.28)],[np.float64(-0.10875)],[1],[0],[0],[1.2250216000247747],['target'],P_03,001,2025-09-28_19h31.07.844,Visual search experiment,,2025.1.1,60.16604624400889,2025-09-28 19h31.17.838469 +0530,
35,0,35,[np.float64(-0.19375)],[np.float64(-0.25875)],[1],[0],[0],[1.1078530000522733],['target'],35,0,35,0,53.444074200000614,,5,53.43671440007165,53.444074200000614,53.444074200000614,0.008213599910959601,54.54465339996386,[np.float64(-0.19375)],[np.float64(-0.25875)],[1],[0],[0],[1.1078530000522733],['target'],P_03,001,2025-09-28_19h31.07.844,Visual search experiment,,2025.1.1,60.16604624400889,2025-09-28 19h31.17.838469 +0530,
36,0,36,[np.float64(0.4325)],[np.float64(-0.47125)],[1],[0],[0],[2.1343714999966323],['target'],36,0,36,0,54.57593769999221,,10,54.560122700058855,54.57593769999221,54.57593769999221,0.015356399933807552,56.694543699966744,[np.float64(0.4325)],[np.float64(-0.47125)],[1],[0],[0],[2.1343714999966323],['target'],P_03,001,2025-09-28_19h31.07.844,Visual search experiment,,2025.1.1,60.16604624400889,2025-09-28 19h31.17.838469 +0530,
37,0,37,[np.float64(-0.14)],[np.float64(-0.03875)],[1],[0],[0],[1.152500299969688],['target'],37,0,37,0,56.72629100002814,,10,56.70842929999344,56.72629100002814,56.72629100002814,0.013777700020000339,57.860978799988516,[np.float64(-0.14)],[np.float64(-0.03875)],[1],[0],[0],[1.152500299969688],['target'],P_03,001,2025-09-28_19h31.07.844,Visual search experiment,,2025.1.1,60.16604624400889,2025-09-28 19h31.17.838469 +0530,
38,0,38,[np.float64(-0.06625)],[np.float64(0.30875)],[1],[0],[0],[1.158800799981691],['target'],38,0,38,0,57.87625910004135,,5,57.869215899962,57.87625910004135,57.87625910004135,0.008123099920339882,59.02807060000487,[np.float64(-0.06625)],[np.float64(0.30875)],[1],[0],[0],[1.158800799981691],['target'],P_03,001,2025-09-28_19h31.07.844,Visual search experiment,,2025.1.1,60.16604624400889,2025-09-28 19h31.17.838469 +0530,
39,0,39,[np.float64(-0.44375)],[np.float64(-0.21)],[1],[0],[0],[1.2671213999856263],['target'],39,0,39,0,59.059354300028645,,10,59.04348320001736,59.059354300028645,59.059354300028645,0.015321100014261901,60.310655800043605,[np.float64(-0.44375)],[np.float64(-0.21)],[1],[0],[0],[1.2671213999856263],['target'],P_03,001,2025-09-28_19h31.07.844,Visual search experiment,,2025.1.1,60.16604624400889,2025-09-28 19h31.17.838469 +0530,
40,0,40,[np.float64(0.38125)],[np.float64(0.225)],[1],[0],[0],[1.3084348000120372],['target'],40,0,40,0,60.32594510004856,,5,60.318865200039,60.32594510004856,60.32594510004856,0.008092400035820901,61.62735339999199,[np.float64(0.38125)],[np.float64(0.225)],[1],[0],[0],[1.3084348000120372],['target'],P_03,001,2025-09-28_19h31.07.844,Visual search experiment,,2025.1.1,60.16604624400889,2025-09-28 19h31.17.838469 +0530,
41,0,41,[np.float64(-0.42)],[np.float64(-0.10375)],[1],[0],[0],[1.2239160999888554],['target'],41,0,41,0,61.64206990005914,,5,61.63548250007443,61.64206990005914,61.64206990005914,0.008034200058318675,62.85944610007573,[np.float64(-0.42)],[np.float64(-0.10375)],[1],[0],[0],[1.2239160999888554],['target'],P_03,001,2025-09-28_19h31.07.844,Visual search experiment,,2025.1.1,60.16604624400889,2025-09-28 19h31.17.838469 +0530,
42,0,42,[np.float64(0.14875)],[np.float64(0.27625)],[1],[0],[0],[1.634933099965565],['target'],42,0,42,0,62.892038300051354,,10,62.8747894000262,62.892038300051354,62.892038300051354,0.015240899985656142,64.50977400003467,[np.float64(0.14875)],[np.float64(0.27625)],[1],[0],[0],[1.634933099965565],['target'],P_03,001,2025-09-28_19h31.07.844,Visual search experiment,,2025.1.1,60.16604624400889,2025-09-28 19h31.17.838469 +0530,
43,0,43,[np.float64(0.32875)],[np.float64(-0.3975)],[1],[0],[0],[1.3750447999918833],['target'],43,0,43,0,64.52514100004919,,5,64.51809190004133,64.52514100004919,64.52514100004919,0.008198400028049946,65.89318750007078,[np.float64(0.32875)],[np.float64(-0.3975)],[1],[0],[0],[1.3750447999918833],['target'],P_03,001,2025-09-28_19h31.07.844,Visual search experiment,,2025.1.1,60.16604624400889,2025-09-28 19h31.17.838469 +0530,
44,0,44,[np.float64(-0.05)],[np.float64(0.11875)],[1],[0],[0],[1.3090608000056818],['target'],44,0,44,0,65.90833750006277,,5,65.90030280000065,65.90833750006277,65.90833750006277,0.007035700022242963,67.20941790007055,[np.float64(-0.05)],[np.float64(0.11875)],[1],[0],[0],[1.3090608000056818],['target'],P_03,001,2025-09-28_19h31.07.844,Visual search experiment,,2025.1.1,60.16604624400889,2025-09-28 19h31.17.838469 +0530,
45,0,45,[np.float64(0.2575)],[np.float64(0.14875)],[1],[0],[0],[1.8682649000547826],['target'],45,0,45,0,67.24165780004114,,10,67.22473849996459,67.24165780004114,67.24165780004114,0.01522349996957928,69.09306029998697,[np.float64(0.2575)],[np.float64(0.14875)],[1],[0],[0],[1.8682649000547826],['target'],P_03,001,2025-09-28_19h31.07.844,Visual search experiment,,2025.1.1,60.16604624400889,2025-09-28 19h31.17.838469 +0530,
46,0,46,[np.float64(-0.26875)],[np.float64(-0.01125)],[1],[0],[0],[1.5071140000363812],['target'],46,0,46,0,69.10775359999388,,5,69.10129520006012,69.10775359999388,69.10775359999388,0.008122899918816984,70.60845840000547,[np.float64(-0.26875)],[np.float64(-0.01125)],[1],[0],[0],[1.5071140000363812],['target'],P_03,001,2025-09-28_19h31.07.844,Visual search experiment,,2025.1.1,60.16604624400889,2025-09-28 19h31.17.838469 +0530,
47,0,47,[np.float64(-0.15)],[np.float64(0.00875)],[1],[0],[0],[1.1347614999394864],['target'],47,0,47,0,70.6399236000143,,10,70.62376350001432,70.6399236000143,70.6399236000143,0.015218400047160685,71.7585843000561,[np.float64(-0.15)],[np.float64(0.00875)],[1],[0],[0],[1.1347614999394864],['target'],P_03,001,2025-09-28_19h31.07.844,Visual search experiment,,2025.1.1,60.16604624400889,2025-09-28 19h31.17.838469 +0530,
48,0,48,"[np.float64(0.475), np.float64(0.48875)]","[np.float64(-0.32875), np.float64(-0.33125)]","[1, 1]","[0, 0]","[0, 0]","[1.4254566999152303, 2.3916607999708503]","[None, 'target']",48,0,48,0,71.77399670006707,,5,71.76632990001235,71.77399670006707,71.77399670006707,0.0076296000042930245,74.15803869999945,"[np.float64(0.475), np.float64(0.48875)]","[np.float64(-0.32875), np.float64(-0.33125)]","[1, 1]","[0, 0]","[0, 0]","[1.4254566999152303, 2.3916607999708503]","[None, 'target']",P_03,001,2025-09-28_19h31.07.844,Visual search experiment,,2025.1.1,60.16604624400889,2025-09-28 19h31.17.838469 +0530,
49,0,49,[np.float64(0.48875)],[np.float64(-0.13125)],[1],[0],[0],[1.3075709999538958],['target'],49,0,49,0,74.17357470002025,,5,74.16689160000533,74.17357470002025,74.17357470002025,0.00874439999461174,75.47451049997471,[np.float64(0.48875)],[np.float64(-0.13125)],[1],[0],[0],[1.3075709999538958],['target'],P_03,001,2025-09-28_19h31.07.844,Visual search experiment,,2025.1.1,60.16604624400889,2025-09-28 19h31.17.838469 +0530,
50,0,50,[np.float64(0.13375)],[np.float64(-0.10875)],[1],[0],[0],[1.2588351001031697],['target'],50,0,50,0,75.48999929998536,,5,75.48279120004736,75.48999929998536,75.48999929998536,0.00818460003938526,76.74169100006111,[np.float64(0.13375)],[np.float64(-0.10875)],[1],[0],[0],[1.2588351001031697],['target'],P_03,001,2025-09-28_19h31.07.844,Visual search experiment,,2025.1.1,60.16604624400889,2025-09-28 19h31.17.838469 +0530,
51,0,51,[np.float64(0.005)],[np.float64(-0.0575)],[1],[0],[0],[1.1069050999358296],['target'],51,0,51,0,76.75658539996948,,5,76.75017220003065,76.75658539996948,76.75658539996948,0.008337400038726628,77.85712760000024,[np.float64(0.005)],[np.float64(-0.0575)],[1],[0],[0],[1.1069050999358296],['target'],P_03,001,2025-09-28_19h31.07.844,Visual search experiment,,2025.1.1,60.16604624400889,2025-09-28 19h31.17.838469 +0530,
52,0,52,"[np.float64(-0.16625), np.float64(-0.2)]","[np.float64(0.18), np.float64(0.195)]","[1, 1]","[0, 0]","[0, 0]","[1.2089316999772564, 2.3917878000065684]","[None, 'target']",52,0,52,0,77.87285709998105,,5,77.8652736999793,77.87285709998105,77.87285709998105,0.00805699999909848,80.2571163000539,"[np.float64(-0.16625), np.float64(-0.2)]","[np.float64(0.18), np.float64(0.195)]","[1, 1]","[0, 0]","[0, 0]","[1.2089316999772564, 2.3917878000065684]","[None, 'target']",P_03,001,2025-09-28_19h31.07.844,Visual search experiment,,2025.1.1,60.16604624400889,2025-09-28 19h31.17.838469 +0530,
53,0,53,[np.float64(-0.105)],[np.float64(0.22875)],[1],[0],[0],[1.0843124000821263],['target'],53,0,53,0,80.28867549996357,,10,80.27252950007096,80.28867549996357,80.28867549996357,0.015281399944797158,81.35688950004987,[np.float64(-0.105)],[np.float64(0.22875)],[1],[0],[0],[1.0843124000821263],['target'],P_03,001,2025-09-28_19h31.07.844,Visual search experiment,,2025.1.1,60.16604624400889,2025-09-28 19h31.17.838469 +0530,
54,0,54,[np.float64(-0.2475)],[np.float64(0.44625)],[1],[0],[0],[1.9414664000505581],['target'],54,0,54,0,81.3726531000575,,5,81.36519729997963,81.3726531000575,81.3726531000575,0.008201199932955205,83.30671120004263,[np.float64(-0.2475)],[np.float64(0.44625)],[1],[0],[0],[1.9414664000505581],['target'],P_03,001,2025-09-28_19h31.07.844,Visual search experiment,,2025.1.1,60.16604624400889,2025-09-28 19h31.17.838469 +0530,
55,0,55,[np.float64(0.01875)],[np.float64(0.135)],[1],[0],[0],[1.3912799999816343],['target'],55,0,55,0,83.32208740001079,,5,83.31487920007203,83.32208740001079,83.32208740001079,0.008078899933025241,84.70620640006382,[np.float64(0.01875)],[np.float64(0.135)],[1],[0],[0],[1.3912799999816343],['target'],P_03,001,2025-09-28_19h31.07.844,Visual search experiment,,2025.1.1,60.16604624400889,2025-09-28 19h31.17.838469 +0530,
56,0,56,[np.float64(-0.15)],[np.float64(0.055)],[1],[0],[0],[1.2082138999830931],['target'],56,0,56,0,84.72181130002718,,5,84.7143311999971,84.72181130002718,84.72181130002718,0.008031400036998093,85.92259319999721,[np.float64(-0.15)],[np.float64(0.055)],[1],[0],[0],[1.2082138999830931],['target'],P_03,001,2025-09-28_19h31.07.844,Visual search experiment,,2025.1.1,60.16604624400889,2025-09-28 19h31.17.838469 +0530,
