22.5511 	EXP 	grating: ori = np.float64(-3.0)
22.5511 	EXP 	fixation: autoDraw = True
22.6659 	EXP 	Device response: <KeyPress from None: t=22.529748299999483, value=right, duration=0.12889820000054897>
23.0337 	INFO 	Keyboard events cleared
23.0336 	EXP 	grating: autoDraw = True
23.0511 	EXP 	fixation: autoDraw = False
23.3334 	EXP 	grating: autoDraw = False
23.4661 	EXP 	Device response: <KeyPress from None: t=23.45535579999705, value=left, duration=None>
23.4668 	DATA 	Keypress: left
23.4821 	EXP 	fixation: autoDraw = False
23.4821 	EXP 	grating: autoDraw = False
23.4821 	EXP 	grating: ori = np.float64(2.5)
23.4821 	EXP 	fixation: autoDraw = True
23.6154 	EXP 	Device response: <KeyPress from None: t=23.45535579999705, value=left, duration=0.15931490000002668>
23.9668 	INFO 	Keyboard events cleared
23.9667 	EXP 	grating: autoDraw = True
23.9837 	EXP 	fixation: autoDraw = False
24.2674 	EXP 	grating: autoDraw = False
24.6987 	EXP 	Device response: <KeyPress from None: t=24.685262599999987, value=right, duration=None>
24.6993 	DATA 	Keypress: right
24.7158 	EXP 	fixation: autoDraw = False
24.7158 	EXP 	grating: autoDraw = False
24.7158 	EXP 	grating: ori = np.float64(2.5)
24.7158 	EXP 	fixation: autoDraw = True
24.8327 	EXP 	Device response: <KeyPress from None: t=24.685262599999987, value=right, duration=0.1395537999997032>
25.2000 	INFO 	Keyboard events cleared
25.1999 	EXP 	grating: autoDraw = True
25.2176 	EXP 	fixation: autoDraw = False
25.4994 	EXP 	grating: autoDraw = False
27.7495 	EXP 	Device response: <KeyPress from None: t=27.743433899999218, value=right, duration=None>
27.7503 	DATA 	Keypress: right
27.7668 	EXP 	fixation: autoDraw = False
27.7668 	EXP 	grating: autoDraw = False
27.7668 	EXP 	grating: ori = np.float64(-2.5)
27.7668 	EXP 	fixation: autoDraw = True
27.8985 	EXP 	Device response: <KeyPress from None: t=27.743433899999218, value=right, duration=0.13891869999861228>
28.2499 	INFO 	Keyboard events cleared
28.2498 	EXP 	grating: autoDraw = True
28.2665 	EXP 	fixation: autoDraw = False
28.5494 	EXP 	grating: autoDraw = False
28.7997 	EXP 	Device response: <KeyPress from None: t=28.783807799998613, value=left, duration=None>
28.8004 	DATA 	Keypress: left
28.8151 	EXP 	fixation: autoDraw = False
28.8151 	EXP 	grating: autoDraw = False
28.8151 	EXP 	grating: ori = np.float64(2.0)
28.8151 	EXP 	fixation: autoDraw = True
28.9660 	EXP 	Device response: <KeyPress from None: t=28.783807799998613, value=left, duration=0.17926919999808888>
29.2999 	INFO 	Keyboard events cleared
29.2998 	EXP 	grating: autoDraw = True
29.3151 	EXP 	fixation: autoDraw = False
29.5985 	EXP 	grating: autoDraw = False
29.9493 	EXP 	Device response: <KeyPress from None: t=29.944442099997104, value=right, duration=None>
29.9500 	DATA 	Keypress: right
29.9656 	EXP 	fixation: autoDraw = False
29.9656 	EXP 	grating: autoDraw = False
29.9656 	EXP 	grating: ori = np.float64(-2.0)
29.9656 	EXP 	fixation: autoDraw = True
30.1148 	EXP 	Device response: <KeyPress from None: t=29.944442099997104, value=right, duration=0.15907680000236724>
30.4658 	INFO 	Keyboard events cleared
30.4657 	EXP 	fixation: autoDraw = False
30.4657 	EXP 	grating: autoDraw = True
30.7809 	EXP 	grating: autoDraw = False
31.0322 	EXP 	Device response: <KeyPress from None: t=31.029828099999577, value=left, duration=None>
31.0329 	DATA 	Keypress: left
31.0492 	EXP 	fixation: autoDraw = False
31.0492 	EXP 	grating: autoDraw = False
31.0492 	EXP 	grating: ori = np.float64(-2.0)
31.0492 	EXP 	fixation: autoDraw = True
31.1648 	EXP 	Device response: <KeyPress from None: t=31.029828099999577, value=left, duration=0.13443329999790876>
31.5323 	INFO 	Keyboard events cleared
31.5322 	EXP 	grating: autoDraw = True
31.5489 	EXP 	fixation: autoDraw = False
31.8318 	EXP 	grating: autoDraw = False
32.1309 	EXP 	Device response: <KeyPress from None: t=32.12064569999711, value=left, duration=None>
32.1315 	DATA 	Keypress: left
32.1484 	EXP 	fixation: autoDraw = False
32.1484 	EXP 	grating: autoDraw = False
32.1484 	EXP 	grating: ori = np.float64(1.5)
32.1484 	EXP 	fixation: autoDraw = True
32.3158 	EXP 	Device response: <KeyPress from None: t=32.12064569999711, value=left, duration=0.18531079999957>
32.6319 	INFO 	Keyboard events cleared
32.6318 	EXP 	grating: autoDraw = True
32.6492 	EXP 	fixation: autoDraw = False
32.9480 	EXP 	grating: autoDraw = False
33.3473 	EXP 	Device response: <KeyPress from None: t=33.34155209999881, value=right, duration=None>
33.3480 	DATA 	Keypress: right
33.3638 	EXP 	fixation: autoDraw = False
33.3638 	EXP 	grating: autoDraw = False
33.3638 	EXP 	grating: ori = np.float64(-1.5)
33.3638 	EXP 	fixation: autoDraw = True
33.4808 	EXP 	Device response: <KeyPress from None: t=33.34155209999881, value=right, duration=0.1384491999997408>
33.8487 	INFO 	Keyboard events cleared
33.8487 	EXP 	grating: autoDraw = True
33.8642 	EXP 	fixation: autoDraw = False
34.1653 	EXP 	grating: autoDraw = False
34.3479 	EXP 	Device response: <KeyPress from None: t=34.347417199998745, value=left, duration=None>
34.3485 	DATA 	Keypress: left
34.3640 	EXP 	fixation: autoDraw = False
34.3640 	EXP 	grating: autoDraw = False
34.3640 	EXP 	grating: ori = np.float64(1.5)
34.3640 	EXP 	fixation: autoDraw = True
34.5474 	EXP 	Device response: <KeyPress from None: t=34.347417199998745, value=left, duration=0.19321689999924274>
34.8487 	INFO 	Keyboard events cleared
34.8486 	EXP 	grating: autoDraw = True
34.8646 	EXP 	fixation: autoDraw = False
35.1480 	EXP 	grating: autoDraw = False
35.3815 	EXP 	Device response: <KeyPress from None: t=35.36827819999962, value=right, duration=None>
35.3823 	DATA 	Keypress: right
35.3985 	EXP 	fixation: autoDraw = False
35.3985 	EXP 	grating: autoDraw = False
35.3985 	EXP 	grating: ori = np.float64(1.0)
35.3985 	EXP 	fixation: autoDraw = True
35.5306 	EXP 	Device response: <KeyPress from None: t=35.36827819999962, value=right, duration=0.15822969999862835>
35.8809 	INFO 	Keyboard events cleared
35.8808 	EXP 	grating: autoDraw = True
35.9154 	EXP 	fixation: autoDraw = False
36.1818 	EXP 	grating: autoDraw = False
36.6650 	EXP 	Device response: <KeyPress from None: t=36.651895799997874, value=right, duration=None>
36.6657 	DATA 	Keypress: right
36.6815 	EXP 	fixation: autoDraw = False
36.6815 	EXP 	grating: autoDraw = False
36.6815 	EXP 	grating: ori = np.float64(-1.0)
36.6815 	EXP 	fixation: autoDraw = True
36.8150 	EXP 	Device response: <KeyPress from None: t=36.651895799997874, value=right, duration=0.1549300000006042>
37.1649 	INFO 	Keyboard events cleared
37.1648 	EXP 	grating: autoDraw = True
37.1810 	EXP 	fixation: autoDraw = False
37.4801 	EXP 	grating: autoDraw = False
37.6469 	EXP 	Device response: <KeyPress from None: t=37.638041899997916, value=left, duration=None>
37.6475 	DATA 	Keypress: left
37.6633 	EXP 	fixation: autoDraw = False
37.6633 	EXP 	grating: autoDraw = False
37.6633 	EXP 	grating: ori = np.float64(-1.0)
37.6633 	EXP 	fixation: autoDraw = True
37.7968 	EXP 	Device response: <KeyPress from None: t=37.638041899997916, value=left, duration=0.1494590000002063>
38.1476 	INFO 	Keyboard events cleared
38.1475 	EXP 	grating: autoDraw = True
38.1644 	EXP 	fixation: autoDraw = False
38.4481 	EXP 	grating: autoDraw = False
38.8815 	EXP 	Device response: <KeyPress from None: t=38.868208899999445, value=left, duration=None>
38.8822 	DATA 	Keypress: left
38.8978 	EXP 	fixation: autoDraw = False
38.8978 	EXP 	grating: autoDraw = False
38.8978 	EXP 	grating: ori = np.float64(1.0)
38.8978 	EXP 	fixation: autoDraw = True
39.0134 	EXP 	Device response: <KeyPress from None: t=38.868208899999445, value=left, duration=0.13937179999993532>
39.3816 	INFO 	Keyboard events cleared
39.3815 	EXP 	grating: autoDraw = True
39.3972 	EXP 	fixation: autoDraw = False
39.6976 	EXP 	grating: autoDraw = False
40.1462 	EXP 	Device response: <KeyPress from None: t=40.132745499999146, value=right, duration=None>
40.1468 	DATA 	Keypress: right
40.1631 	EXP 	fixation: autoDraw = False
40.1631 	EXP 	grating: autoDraw = False
40.1631 	EXP 	grating: ori = np.float64(-1.0)
40.1631 	EXP 	fixation: autoDraw = True
40.3137 	EXP 	Device response: <KeyPress from None: t=40.132745499999146, value=right, duration=0.16529769999760902>
40.6464 	INFO 	Keyboard events cleared
40.6464 	EXP 	grating: autoDraw = True
40.6636 	EXP 	fixation: autoDraw = False
40.9467 	EXP 	grating: autoDraw = False
41.1975 	EXP 	Device response: <KeyPress from None: t=41.18353879999995, value=left, duration=None>
41.1982 	DATA 	Keypress: left
41.2144 	EXP 	fixation: autoDraw = False
41.2144 	EXP 	grating: autoDraw = False
41.2144 	EXP 	grating: ori = np.float64(-1.0)
41.2144 	EXP 	fixation: autoDraw = True
41.3312 	EXP 	Device response: <KeyPress from None: t=41.18353879999995, value=left, duration=0.140648799999326>
41.6981 	INFO 	Keyboard events cleared
41.6981 	EXP 	grating: autoDraw = True
41.7130 	EXP 	fixation: autoDraw = False
42.0126 	EXP 	grating: autoDraw = False
42.3623 	EXP 	Device response: <KeyPress from None: t=42.354110799999034, value=left, duration=None>
42.3630 	DATA 	Keypress: left
42.3790 	EXP 	fixation: autoDraw = False
42.3790 	EXP 	grating: autoDraw = False
42.3790 	EXP 	grating: ori = np.float64(1.0)
42.3790 	EXP 	fixation: autoDraw = True
42.4974 	EXP 	Device response: <KeyPress from None: t=42.354110799999034, value=left, duration=0.12957919999826117>
42.8620 	INFO 	Keyboard events cleared
42.8619 	EXP 	grating: autoDraw = True
42.8793 	EXP 	fixation: autoDraw = False
43.1642 	EXP 	grating: autoDraw = False
43.6797 	EXP 	Device response: <KeyPress from None: t=43.66346909999993, value=right, duration=None>
43.6804 	DATA 	Keypress: right
43.6964 	EXP 	fixation: autoDraw = False
43.6964 	EXP 	grating: autoDraw = False
43.6964 	EXP 	grating: ori = np.float64(1.0)
43.6964 	EXP 	fixation: autoDraw = True
43.8626 	EXP 	Device response: <KeyPress from None: t=43.66346909999993, value=right, duration=0.18429370000012568>
44.1805 	INFO 	Keyboard events cleared
44.1804 	EXP 	grating: autoDraw = True
44.1973 	EXP 	fixation: autoDraw = False
44.4802 	EXP 	grating: autoDraw = False
44.5956 	EXP 	Device response: <KeyPress from None: t=44.58997519999684, value=left, duration=None>
44.5963 	DATA 	Keypress: left
44.6123 	EXP 	fixation: autoDraw = False
44.6123 	EXP 	grating: autoDraw = False
44.6123 	EXP 	grating: ori = np.float64(1.5)
44.6123 	EXP 	fixation: autoDraw = True
44.7301 	EXP 	Device response: <KeyPress from None: t=44.58997519999684, value=left, duration=0.12425700000312645>
45.0956 	INFO 	Keyboard events cleared
45.0956 	EXP 	grating: autoDraw = True
45.1136 	EXP 	fixation: autoDraw = False
45.3968 	EXP 	grating: autoDraw = False
45.6454 	EXP 	Device response: <KeyPress from None: t=45.64100099999996, value=right, duration=None>
45.6461 	DATA 	Keypress: right
45.6622 	EXP 	fixation: autoDraw = False
45.6622 	EXP 	grating: autoDraw = False
45.6622 	EXP 	grating: ori = np.float64(1.5)
45.6622 	EXP 	fixation: autoDraw = True
45.8126 	EXP 	Device response: <KeyPress from None: t=45.64100099999996, value=right, duration=0.16893609999897308>
46.1470 	INFO 	Keyboard events cleared
46.1469 	EXP 	grating: autoDraw = True
46.1621 	EXP 	fixation: autoDraw = False
46.4467 	EXP 	grating: autoDraw = False
47.5451 	EXP 	Device response: <KeyPress from None: t=47.53294129999995, value=right, duration=None>
47.5457 	DATA 	Keypress: right
47.5619 	EXP 	fixation: autoDraw = False
