thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
10,0,10,[np.float64(0.0125)],[np.float64(0.18)],[1],[0],[0],[1.2345413999864832],['target'],10,0,10,0,26.764689399977215,,10,26.74865269998554,26.764689399977215,26.764689399977215,0.015141500043682754,27.983245100011118,[np.float64(0.0125)],[np.float64(0.18)],[1],[0],[0],[1.2345413999864832],['target'],P_05,001,2025-09-28_19h43.55.073,Visual search experiment,,2025.1.1,60.09582881071758,2025-09-28 19h44.07.780069 +0530,
11,0,11,[np.float64(0.265)],[np.float64(-0.23625)],[1],[0],[0],[1.2751163000939414],['target'],11,0,11,0,27.99869849998504,,5,27.991535200038925,27.99869849998504,27.99869849998504,0.008163399994373322,29.26670370006468,[np.float64(0.265)],[np.float64(-0.23625)],[1],[0],[0],[1.2751163000939414],['target'],P_05,001,2025-09-28_19h43.55.073,Visual search experiment,,2025.1.1,60.09582881071758,2025-09-28 19h44.07.780069 +0530,
12,0,12,[np.float64(0.07125)],[np.float64(0.26375)],[1],[0],[0],[1.8676115999696776],['target'],12,0,12,0,29.297241599997506,,10,29.281552999978885,29.297241599997506,29.297241599997506,0.014757400029338896,31.149213499971665,[np.float64(0.07125)],[np.float64(0.26375)],[1],[0],[0],[1.8676115999696776],['target'],P_05,001,2025-09-28_19h43.55.073,Visual search experiment,,2025.1.1,60.09582881071758,2025-09-28 19h44.07.780069 +0530,
13,0,13,"[np.float64(0.44375), np.float64(0.455)]","[np.float64(0.09125), np.float64(0.09125)]","[1, 1]","[0, 0]","[0, 0]","[1.5578851000173017, 2.590516999945976]","[None, 'target']",13,0,13,0,31.164597399998456,,5,31.15738260000944,31.164597399998456,31.164597399998456,0.008054599980823696,33.74794779997319,"[np.float64(0.44375), np.float64(0.455)]","[np.float64(0.09125), np.float64(0.09125)]","[1, 1]","[0, 0]","[0, 0]","[1.5578851000173017, 2.590516999945976]","[None, 'target']",P_05,001,2025-09-28_19h43.55.073,Visual search experiment,,2025.1.1,60.09582881071758,2025-09-28 19h44.07.780069 +0530,
14,0,14,[np.float64(0.30375)],[np.float64(-0.1225)],[1],[0],[0],[1.3189917999552563],['target'],14,0,14,0,33.780550300027244,,10,33.76331409998238,33.780550300027244,33.780550300027244,0.015249300049617887,35.082362700020894,[np.float64(0.30375)],[np.float64(-0.1225)],[1],[0],[0],[1.3189917999552563],['target'],P_05,001,2025-09-28_19h43.55.073,Visual search experiment,,2025.1.1,60.09582881071758,2025-09-28 19h44.07.780069 +0530,
15,0,15,[np.float64(0.1975)],[np.float64(-0.03125)],[1],[0],[0],[1.2405366000020877],['target'],15,0,15,0,35.09712379996199,,5,35.09062959998846,35.09712379996199,35.09712379996199,0.008141100057400763,36.33121450000908,[np.float64(0.1975)],[np.float64(-0.03125)],[1],[0],[0],[1.2405366000020877],['target'],P_05,001,2025-09-28_19h43.55.073,Visual search experiment,,2025.1.1,60.09582881071758,2025-09-28 19h44.07.780069 +0530,
16,0,16,[np.float64(0.45625)],[np.float64(0.22)],[1],[0],[0],[1.4013769000303],['target'],16,0,16,0,36.36300490004942,,10,36.34626580006443,36.36300490004942,36.36300490004942,0.014956300030462444,37.747689999989234,[np.float64(0.45625)],[np.float64(0.22)],[1],[0],[0],[1.4013769000303],['target'],P_05,001,2025-09-28_19h43.55.073,Visual search experiment,,2025.1.1,60.09582881071758,2025-09-28 19h44.07.780069 +0530,
17,0,17,"[np.float64(-0.30125), np.float64(-0.28625)]","[np.float64(-0.29375), np.float64(-0.29125)]","[1, 1]","[0, 0]","[0, 0]","[1.34238600009121, 2.39086959999986]","[None, 'target']",17,0,17,0,37.76329629996326,,5,37.75583080004435,37.76329629996326,37.76329629996326,0.00802880001720041,40.14674610004295,"[np.float64(-0.30125), np.float64(-0.28625)]","[np.float64(-0.29375), np.float64(-0.29125)]","[1, 1]","[0, 0]","[0, 0]","[1.34238600009121, 2.39086959999986]","[None, 'target']",P_05,001,2025-09-28_19h43.55.073,Visual search experiment,,2025.1.1,60.09582881071758,2025-09-28 19h44.07.780069 +0530,
18,0,18,[np.float64(-0.1775)],[np.float64(0.41)],[1],[0],[0],[2.2183116000378504],['target'],18,0,18,0,40.18011720001232,,10,40.16231320006773,40.18011720001232,40.18011720001232,0.015406899969093502,42.380673600011505,[np.float64(-0.1775)],[np.float64(0.41)],[1],[0],[0],[2.2183116000378504],['target'],P_05,001,2025-09-28_19h43.55.073,Visual search experiment,,2025.1.1,60.09582881071758,2025-09-28 19h44.07.780069 +0530,
19,0,19,[np.float64(0.32375)],[np.float64(0.3675)],[1],[0],[0],[1.4073079999070615],['target'],19,0,19,0,42.396075000055134,,5,42.38922320003621,42.396075000055134,42.396075000055134,0.008435900090262294,43.79657969996333,[np.float64(0.32375)],[np.float64(0.3675)],[1],[0],[0],[1.4073079999070615],['target'],P_05,001,2025-09-28_19h43.55.073,Visual search experiment,,2025.1.1,60.09582881071758,2025-09-28 19h44.07.780069 +0530,
20,0,20,[np.float64(0.04625)],[np.float64(-0.40375)],[1],[0],[0],[1.7680149000370875],['target'],20,0,20,0,43.828550899983384,,10,43.811865100055,43.828550899983384,43.828550899983384,0.01519219996407628,45.57993899995927,[np.float64(0.04625)],[np.float64(-0.40375)],[1],[0],[0],[1.7680149000370875],['target'],P_05,001,2025-09-28_19h43.55.073,Visual search experiment,,2025.1.1,60.09582881071758,2025-09-28 19h44.07.780069 +0530,
21,0,21,[np.float64(-0.38)],[np.float64(0.4475)],[1],[0],[0],[2.0008349999552593],['target'],21,0,21,0,45.61154469999019,,10,45.595526800025254,45.61154469999019,45.61154469999019,0.015445500030182302,47.59641630004626,[np.float64(-0.38)],[np.float64(0.4475)],[1],[0],[0],[2.0008349999552593],['target'],P_05,001,2025-09-28_19h43.55.073,Visual search experiment,,2025.1.1,60.09582881071758,2025-09-28 19h44.07.780069 +0530,
22,0,22,[np.float64(-0.24625)],[np.float64(-0.4225)],[1],[0],[0],[2.3417276999680325],['target'],22,0,22,0,47.61161030002404,,5,47.604311499977484,47.61161030002404,47.61161030002404,0.007779099978506565,49.94609079998918,[np.float64(-0.24625)],[np.float64(-0.4225)],[1],[0],[0],[2.3417276999680325],['target'],P_05,001,2025-09-28_19h43.55.073,Visual search experiment,,2025.1.1,60.09582881071758,2025-09-28 19h44.07.780069 +0530,
23,0,23,[np.float64(0.05875)],[np.float64(0.14375)],[1],[0],[0],[1.4580277000786737],['target'],23,0,23,0,49.96108310006093,,5,49.95442970003933,49.96108310006093,49.96108310006093,0.00824370002374053,51.412522300030105,[np.float64(0.05875)],[np.float64(0.14375)],[1],[0],[0],[1.4580277000786737],['target'],P_05,001,2025-09-28_19h43.55.073,Visual search experiment,,2025.1.1,60.09582881071758,2025-09-28 19h44.07.780069 +0530,
24,0,24,[np.float64(0.2525)],[np.float64(-0.4625)],[1],[0],[0],[2.3260290999896824],['target'],24,0,24,0,51.427872400032356,,5,51.42079680005554,51.427872400032356,51.427872400032356,0.008143799961544573,53.74687539995648,[np.float64(0.2525)],[np.float64(-0.4625)],[1],[0],[0],[2.3260290999896824],['target'],P_05,001,2025-09-28_19h43.55.073,Visual search experiment,,2025.1.1,60.09582881071758,2025-09-28 19h44.07.780069 +0530,
25,0,25,[np.float64(-0.1075)],[np.float64(-0.45875)],[1],[0],[0],[1.4672640999779105],['target'],25,0,25,0,53.777929899981245,,10,53.76090390002355,53.777929899981245,53.777929899981245,0.01393470005132258,55.22821730002761,[np.float64(-0.1075)],[np.float64(-0.45875)],[1],[0],[0],[1.4672640999779105],['target'],P_05,001,2025-09-28_19h43.55.073,Visual search experiment,,2025.1.1,60.09582881071758,2025-09-28 19h44.07.780069 +0530,
26,0,26,[np.float64(-0.4275)],[np.float64(0.22)],[1],[0],[0],[3.0016208000015467],['target'],26,0,26,0,55.25969460001215,,10,55.243404699955136,55.25969460001215,55.25969460001215,0.015075900009833276,58.245082700042985,[np.float64(-0.4275)],[np.float64(0.22)],[1],[0],[0],[3.0016208000015467],['target'],P_05,001,2025-09-28_19h43.55.073,Visual search experiment,,2025.1.1,60.09582881071758,2025-09-28 19h44.07.780069 +0530,
27,0,27,[np.float64(-0.2925)],[np.float64(0.45)],[1],[0],[0],[1.6740630000131205],['target'],27,0,27,0,58.26099920005072,,5,58.25335430004634,58.26099920005072,58.26099920005072,0.008152100024744868,59.927467499976046,[np.float64(-0.2925)],[np.float64(0.45)],[1],[0],[0],[1.6740630000131205],['target'],P_05,001,2025-09-28_19h43.55.073,Visual search experiment,,2025.1.1,60.09582881071758,2025-09-28 19h44.07.780069 +0530,
28,0,28,[np.float64(-0.01625)],[np.float64(-0.22625)],[1],[0],[0],[1.651885199942626],['target'],28,0,28,0,59.95963649998885,,10,59.94244000001345,59.95963649998885,59.95963649998885,0.014876500004902482,61.59437439998146,[np.float64(-0.01625)],[np.float64(-0.22625)],[1],[0],[0],[1.651885199942626],['target'],P_05,001,2025-09-28_19h43.55.073,Visual search experiment,,2025.1.1,60.09582881071758,2025-09-28 19h44.07.780069 +0530,
29,0,29,[np.float64(0.1875)],[np.float64(-0.2925)],[1],[0],[0],[1.418643799959682],['target'],29,0,29,0,61.625780100002885,,10,61.608371300040744,61.625780100002885,61.625780100002885,0.01389010006096214,63.027068500057794,[np.float64(0.1875)],[np.float64(-0.2925)],[1],[0],[0],[1.418643799959682],['target'],P_05,001,2025-09-28_19h43.55.073,Visual search experiment,,2025.1.1,60.09582881071758,2025-09-28 19h44.07.780069 +0530,
30,0,30,[np.float64(0.05)],[np.float64(0.43)],[1],[0],[0],[1.768803400103934],['target'],30,0,30,0,63.058779099956155,,10,63.041743500041775,63.058779099956155,63.058779099956155,0.014564499957486987,64.81059570005164,[np.float64(0.05)],[np.float64(0.43)],[1],[0],[0],[1.768803400103934],['target'],P_05,001,2025-09-28_19h43.55.073,Visual search experiment,,2025.1.1,60.09582881071758,2025-09-28 19h44.07.780069 +0530,
31,0,31,[np.float64(0.05875)],[np.float64(0.22375)],[1],[0],[0],[1.1511170000303537],['target'],31,0,31,0,64.84203499997966,,10,64.82561699999496,64.84203499997966,64.84203499997966,0.014905299991369247,65.97678579995409,[np.float64(0.05875)],[np.float64(0.22375)],[1],[0],[0],[1.1511170000303537],['target'],P_05,001,2025-09-28_19h43.55.073,Visual search experiment,,2025.1.1,60.09582881071758,2025-09-28 19h44.07.780069 +0530,
32,0,32,[np.float64(-0.16125)],[np.float64(0.055)],[1],[0],[0],[1.2927793000126258],['target'],32,0,32,0,65.99231600004714,,5,65.98376640002243,65.99231600004714,65.99231600004714,0.006876799976453185,67.27660219999962,[np.float64(-0.16125)],[np.float64(0.055)],[1],[0],[0],[1.2927793000126258],['target'],P_05,001,2025-09-28_19h43.55.073,Visual search experiment,,2025.1.1,60.09582881071758,2025-09-28 19h44.07.780069 +0530,
33,0,33,[np.float64(0.04875)],[np.float64(0.34625)],[1],[0],[0],[1.4673117999918759],['target'],33,0,33,0,67.30805840005632,,10,67.29174829996191,67.30805840005632,67.30805840005632,0.015044500003568828,68.7591081999708,[np.float64(0.04875)],[np.float64(0.34625)],[1],[0],[0],[1.4673117999918759],['target'],P_05,001,2025-09-28_19h43.55.073,Visual search experiment,,2025.1.1,60.09582881071758,2025-09-28 19h44.07.780069 +0530,
34,0,34,[np.float64(-0.13625)],[np.float64(-0.30375)],[1],[0],[0],[1.6592850000597537],['target'],34,0,34,0,68.77491919999011,,5,68.76723670004867,68.77491919999011,68.77491919999011,0.008008799981325865,70.42657540005166,[np.float64(-0.13625)],[np.float64(-0.30375)],[1],[0],[0],[1.6592850000597537],['target'],P_05,001,2025-09-28_19h43.55.073,Visual search experiment,,2025.1.1,60.09582881071758,2025-09-28 19h44.07.780069 +0530,
35,0,35,[np.float64(-0.10375)],[np.float64(0.25125)],[1],[0],[0],[1.3846675000386313],['target'],35,0,35,0,70.45757319999393,,10,70.44092880003154,70.45757319999393,70.45757319999393,0.01426070008892566,71.82565530005377,[np.float64(-0.10375)],[np.float64(0.25125)],[1],[0],[0],[1.3846675000386313],['target'],P_05,001,2025-09-28_19h43.55.073,Visual search experiment,,2025.1.1,60.09582881071758,2025-09-28 19h44.07.780069 +0530,
36,0,36,[np.float64(-0.38125)],[np.float64(0.4825)],[1],[0],[0],[1.8082016999833286],['target'],36,0,36,0,71.84093209996354,,5,71.83390430000145,71.84093209996354,71.84093209996354,0.008107800036668777,73.64217040000949,[np.float64(-0.38125)],[np.float64(0.4825)],[1],[0],[0],[1.8082016999833286],['target'],P_05,001,2025-09-28_19h43.55.073,Visual search experiment,,2025.1.1,60.09582881071758,2025-09-28 19h44.07.780069 +0530,
37,0,37,[np.float64(-0.36625)],[np.float64(-0.30125)],[1],[0],[0],[1.4516266999999061],['target'],37,0,37,0,73.6739064999856,,10,73.65719890000764,73.6739064999856,73.6739064999856,0.014922000002115965,75.10888479999267,[np.float64(-0.36625)],[np.float64(-0.30125)],[1],[0],[0],[1.4516266999999061],['target'],P_05,001,2025-09-28_19h43.55.073,Visual search experiment,,2025.1.1,60.09582881071758,2025-09-28 19h44.07.780069 +0530,
38,0,38,[np.float64(0.4125)],[np.float64(0.47)],[1],[0],[0],[1.6521097000222653],['target'],38,0,38,0,75.1400033000391,,10,75.12322139996104,75.1400033000391,75.1400033000391,0.014200499979779124,76.77537549997214,[np.float64(0.4125)],[np.float64(0.47)],[1],[0],[0],[1.6521097000222653],['target'],P_05,001,2025-09-28_19h43.55.073,Visual search experiment,,2025.1.1,60.09582881071758,2025-09-28 19h44.07.780069 +0530,
39,0,39,[np.float64(0.145)],[np.float64(0.09)],[1],[0],[0],[1.2911395999835804],['target'],39,0,39,0,76.79045610001776,,5,76.78360239998437,76.79045610001776,76.79045610001776,0.00811479997355491,78.07479560002685,[np.float64(0.145)],[np.float64(0.09)],[1],[0],[0],[1.2911395999835804],['target'],P_05,001,2025-09-28_19h43.55.073,Visual search experiment,,2025.1.1,60.09582881071758,2025-09-28 19h44.07.780069 +0530,
40,0,40,[np.float64(0.45375)],[np.float64(-0.31875)],[1],[0],[0],[2.224796299939044],['target'],40,0,40,0,78.08968970004935,,5,78.08302050002385,78.08968970004935,78.08968970004935,0.008131999988108873,80.307878099964,[np.float64(0.45375)],[np.float64(-0.31875)],[1],[0],[0],[2.224796299939044],['target'],P_05,001,2025-09-28_19h43.55.073,Visual search experiment,,2025.1.1,60.09582881071758,2025-09-28 19h44.07.780069 +0530,
41,0,41,[np.float64(0.39625)],[np.float64(-0.44875)],[1],[0],[0],[1.7748391999630257],['target'],41,0,41,0,80.32348909997381,,5,80.31566540000495,80.32348909997381,80.32348909997381,0.007670699968002737,82.09055640001316,[np.float64(0.39625)],[np.float64(-0.44875)],[1],[0],[0],[1.7748391999630257],['target'],P_05,001,2025-09-28_19h43.55.073,Visual search experiment,,2025.1.1,60.09582881071758,2025-09-28 19h44.07.780069 +0530,
42,0,42,[np.float64(0.0)],[np.float64(0.17375)],[1],[0],[0],[1.475270500057377],['target'],42,0,42,0,82.10612120002043,,5,82.0987151999725,82.10612120002043,82.10612120002043,0.00806719996035099,83.5740422999952,[np.float64(0.0)],[np.float64(0.17375)],[1],[0],[0],[1.475270500057377],['target'],P_05,001,2025-09-28_19h43.55.073,Visual search experiment,,2025.1.1,60.09582881071758,2025-09-28 19h44.07.780069 +0530,
43,0,43,[np.float64(0.275)],[np.float64(-0.205)],[1],[0],[0],[1.8748100000666454],['target'],43,0,43,0,83.58916059997864,,5,83.58227410004474,83.58916059997864,83.58916059997864,0.008117399993352592,85.45713310001884,[np.float64(0.275)],[np.float64(-0.205)],[1],[0],[0],[1.8748100000666454],['target'],P_05,001,2025-09-28_19h43.55.073,Visual search experiment,,2025.1.1,60.09582881071758,2025-09-28 19h44.07.780069 +0530,
44,0,44,[np.float64(-0.07875)],[np.float64(-0.31875)],[1],[0],[0],[1.7672710000770167],['target'],44,0,44,0,85.4888295000419,,10,85.4721502000466,85.4888295000419,85.4888295000419,0.014925699913874269,87.23948009999003,[np.float64(-0.07875)],[np.float64(-0.31875)],[1],[0],[0],[1.7672710000770167],['target'],P_05,001,2025-09-28_19h43.55.073,Visual search experiment,,2025.1.1,60.09582881071758,2025-09-28 19h44.07.780069 +0530,
45,0,45,[np.float64(-0.25375)],[np.float64(0.12625)],[1],[0],[0],[1.9507511999690905],['target'],45,0,45,0,87.27146489999723,,10,87.25543859996833,87.27146489999723,87.27146489999723,0.015822999994270504,89.2062375000678,[np.float64(-0.25375)],[np.float64(0.12625)],[1],[0],[0],[1.9507511999690905],['target'],P_05,001,2025-09-28_19h43.55.073,Visual search experiment,,2025.1.1,60.09582881071758,2025-09-28 19h44.07.780069 +0530,
46,0,46,[np.float64(0.39625)],[np.float64(0.1375)],[1],[0],[0],[2.384664500015788],['target'],46,0,46,0,89.23782260005828,,10,89.22127290000208,89.23782260005828,89.23782260005828,0.0149243000196293,91.60599710000679,[np.float64(0.39625)],[np.float64(0.1375)],[1],[0],[0],[2.384664500015788],['target'],P_05,001,2025-09-28_19h43.55.073,Visual search experiment,,2025.1.1,60.09582881071758,2025-09-28 19h44.07.780069 +0530,
47,0,47,[np.float64(0.43625)],[np.float64(-0.31375)],[1],[0],[0],[1.6349922000663355],['target'],47,0,47,0,91.63729460001923,,10,91.62072670005728,91.63729460001923,91.63729460001923,0.014614299987442791,93.25577940000221,[np.float64(0.43625)],[np.float64(-0.31375)],[1],[0],[0],[1.6349922000663355],['target'],P_05,001,2025-09-28_19h43.55.073,Visual search experiment,,2025.1.1,60.09582881071758,2025-09-28 19h44.07.780069 +0530,
48,0,48,[np.float64(0.41625)],[np.float64(0.1875)],[1],[0],[0],[1.6511225000722334],['target'],48,0,48,0,93.28676649997942,,10,93.27087740006391,93.28676649997942,93.28676649997942,0.014980199979618192,94.9220499000512,[np.float64(0.41625)],[np.float64(0.1875)],[1],[0],[0],[1.6511225000722334],['target'],P_05,001,2025-09-28_19h43.55.073,Visual search experiment,,2025.1.1,60.09582881071758,2025-09-28 19h44.07.780069 +0530,
49,0,49,[np.float64(0.45)],[np.float64(-0.44125)],[1],[0],[0],[2.5348761999048293],['target'],49,0,49,0,94.95361389999744,,10,94.93722890003119,94.95361389999744,94.95361389999744,0.015062800026498735,97.47215389995836,[np.float64(0.45)],[np.float64(-0.44125)],[1],[0],[0],[2.5348761999048293],['target'],P_05,001,2025-09-28_19h43.55.073,Visual search experiment,,2025.1.1,60.09582881071758,2025-09-28 19h44.07.780069 +0530,
50,0,50,[np.float64(0.21125)],[np.float64(-0.2075)],[1],[0],[0],[1.909203999908641],['target'],50,0,50,0,97.48773309995886,,5,97.47929960000329,97.48773309995886,97.48773309995886,0.007035800023004413,99.38856490002945,[np.float64(0.21125)],[np.float64(-0.2075)],[1],[0],[0],[1.909203999908641],['target'],P_05,001,2025-09-28_19h43.55.073,Visual search experiment,,2025.1.1,60.09582881071758,2025-09-28 19h44.07.780069 +0530,
51,0,51,[np.float64(-0.3325)],[np.float64(-0.16125)],[1],[0],[0],[1.5075969999888912],['target'],51,0,51,0,99.4033850999549,,5,99.396721099969,99.4033850999549,99.4033850999549,0.00806429993826896,100.90436509996653,[np.float64(-0.3325)],[np.float64(-0.16125)],[1],[0],[0],[1.5075969999888912],['target'],P_05,001,2025-09-28_19h43.55.073,Visual search experiment,,2025.1.1,60.09582881071758,2025-09-28 19h44.07.780069 +0530,
52,0,52,[np.float64(-0.03)],[np.float64(0.09375)],[1],[0],[0],[1.3345012000063434],['target'],52,0,52,0,100.93606980005279,,10,100.91977170004975,100.93606980005279,100.93606980005279,0.015311399940401316,102.25432219996583,[np.float64(-0.03)],[np.float64(0.09375)],[1],[0],[0],[1.3345012000063434],['target'],P_05,001,2025-09-28_19h43.55.073,Visual search experiment,,2025.1.1,60.09582881071758,2025-09-28 19h44.07.780069 +0530,
53,0,53,[np.float64(-0.31375)],[np.float64(-0.2175)],[1],[0],[0],[1.6679261000826955],['target'],53,0,53,0,102.2859432999976,,10,102.26931800006423,102.2859432999976,102.2859432999976,0.014879299909807742,103.93729569995776,[np.float64(-0.31375)],[np.float64(-0.2175)],[1],[0],[0],[1.6679261000826955],['target'],P_05,001,2025-09-28_19h43.55.073,Visual search experiment,,2025.1.1,60.09582881071758,2025-09-28 19h44.07.780069 +0530,
54,0,54,"[np.float64(0.31), np.float64(0.325)]","[np.float64(-0.025), np.float64(-0.00625)]","[1, 1]","[0, 0]","[0, 0]","[1.158283600001596, 2.2581260000588372]","[None, 'target']",54,0,54,0,103.95243619999383,,5,103.94534990005195,103.95243619999383,103.95243619999383,0.007945299963466823,106.20352149999235,"[np.float64(0.31), np.float64(0.325)]","[np.float64(-0.025), np.float64(-0.00625)]","[1, 1]","[0, 0]","[0, 0]","[1.158283600001596, 2.2581260000588372]","[None, 'target']",P_05,001,2025-09-28_19h43.55.073,Visual search experiment,,2025.1.1,60.09582881071758,2025-09-28 19h44.07.780069 +0530,
55,0,55,[np.float64(-0.32125)],[np.float64(0.15)],[1],[0],[0],[2.4913435999769717],['target'],55,0,55,0,106.21867840003688,,5,106.21194970002398,106.21867840003688,106.21867840003688,0.008317300002090633,108.70334869995713,[np.float64(-0.32125)],[np.float64(0.15)],[1],[0],[0],[2.4913435999769717],['target'],P_05,001,2025-09-28_19h43.55.073,Visual search experiment,,2025.1.1,60.09582881071758,2025-09-28 19h44.07.780069 +0530,
56,0,56,[np.float64(-0.1)],[np.float64(-0.34125)],[1],[0],[0],[3.107416499988176],['target'],56,0,56,0,108.7184323000256,,5,108.71163260005414,108.7184323000256,108.7184323000256,0.008188999956473708,111.81910510000307,[np.float64(-0.1)],[np.float64(-0.34125)],[1],[0],[0],[3.107416499988176],['target'],P_05,001,2025-09-28_19h43.55.073,Visual search experiment,,2025.1.1,60.09582881071758,2025-09-28 19h44.07.780069 +0530,
57,0,57,[np.float64(-0.28625)],[np.float64(0.24375)],[1],[0],[0],[2.3509322000900283],['target'],57,0,57,0,111.8509950999869,,10,111.83415500004776,111.8509950999869,111.8509950999869,0.014935199986211956,114.18513510003686,[np.float64(-0.28625)],[np.float64(0.24375)],[1],[0],[0],[2.3509322000900283],['target'],P_05,001,2025-09-28_19h43.55.073,Visual search experiment,,2025.1.1,60.09582881071758,2025-09-28 19h44.07.780069 +0530,
