delay,freq,conditions,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,textbox.text,button.numClicks,button.timesOn,button.timesOff,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,polygon.started,polygon_2.started,key_resp.started,polygon.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,beep.started,sound_1.started,sound_1.stopped,beep.stopped,response.started,text.started,textbox.started,button.started,response.stopped,trials.textbox.text,trials.button.numClicks,trials.button.timesOn,trials.button.timesOff,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart
0.1,1000,exp,0,0,0,space,5.8106466,None,100,1,[3.5665533002465963],[3.566568000242114],0,0,0,3,0.070313,,0.0442917,0.070313,1.0029918,1.0029918,1.086032,6.8217148,space,5.8106466,None,6.8230648,0.1142653,0.4139703,7.2547254,7.2558296,7.3016724,7.3016724,7.3016724,10.8686748,100,1,[3.5665533002465963],[3.566568000242114],P_01,1,2025-11-02_17h57.55.349,INTENTIONAL BINDING EXPERIMENT,,2025.1.1,59.93712596,2025-11-02 17h58.10.314492 +0530
0.4,1000,exp,1,1,0,space,0.4055588,None,250,1,[3.5324432998895645],[3.532453100197017],0,1,1,7,10.8835825,,10.8690973,10.8835825,11.8695504,11.8695504,11.8857018,12.2867395,space,0.4055588,None,12.2877266,0.4155671,0.7159415,13.0215561,13.0221567,13.0512504,13.0512504,13.0512504,16.584077,250,1,[3.5324432998895645],[3.532453100197017],P_01,1,2025-11-02_17h57.55.349,INTENTIONAL BINDING EXPERIMENT,,2025.1.1,59.93712596,2025-11-02 17h58.10.314492 +0530
0.1,1000,exp,2,2,0,space,1.3415219,None,500,1,[2.06669930042699],[2.06671110028401],0,2,2,9,16.5990919,,16.5843926,16.5990919,17.5852654,17.5852654,17.6016469,18.9351527,space,1.3415219,None,18.9362638,0.099613,0.3996226,19.3457973,19.3464259,19.3653966,19.3653966,19.3653966,21.4324789,500,1,[2.06669930042699],[2.06671110028401],P_01,1,2025-11-02_17h57.55.349,INTENTIONAL BINDING EXPERIMENT,,2025.1.1,59.93712596,2025-11-02 17h58.10.314492 +0530
0.1,1000,exp,3,3,0,space,0.6202544,None,300,1,[1.9680631002411246],[1.9680750002153218],0,3,3,6,21.4485184,,21.4327772,21.4485184,22.4346407,22.4346407,22.4496094,23.0666741,space,0.6202544,None,23.0675026,0.1149782,0.414608,23.4970097,23.497492,23.5136951,23.5136951,23.5136951,25.4821446,300,1,[1.9680631002411246],[1.9680750002153218],P_01,1,2025-11-02_17h57.55.349,INTENTIONAL BINDING EXPERIMENT,,2025.1.1,59.93712596,2025-11-02 17h58.10.314492 +0530
0.7,1000,exp,4,4,0,space,0.3122021,None,600,1,[4.249623300042003],[4.24964000005275],0,4,4,5,25.4977978,,25.4824325,25.4977978,26.4836426,26.4836426,26.5001274,26.8009188,space,0.3122021,None,26.8016882,0.699769,0.9993669,27.8154473,27.8160863,27.8308044,27.8308044,27.8308044,32.0808322,600,1,[4.249623300042003],[4.24964000005275],P_01,1,2025-11-02_17h57.55.349,INTENTIONAL BINDING EXPERIMENT,,2025.1.1,59.93712596,2025-11-02 17h58.10.314492 +0530
0.7,1000,exp,5,5,0,space,0.3150349,None,700,1,[3.498108900152147],[3.4981219000183046],0,5,5,11,32.0970254,,32.081225,32.0970254,33.0824361,33.0824361,33.0991212,33.4004016,space,0.3150349,None,33.4014479,0.7153159,1.0151665,34.4324886,34.4330814,34.465032,34.465032,34.465032,37.9635905,700,1,[3.498108900152147],[3.4981219000183046],P_01,1,2025-11-02_17h57.55.349,INTENTIONAL BINDING EXPERIMENT,,2025.1.1,59.93712596,2025-11-02 17h58.10.314492 +0530
0.7,400,unexp,6,6,0,space,1.4119136,None,800,1,[3.249724700115621],[3.249737999867648],0,6,6,2,37.9794475,,37.9639417,37.9794475,38.9652202,38.9652202,38.9796488,40.379845,space,1.4119136,None,40.3807313,0.6994398,1.000075,41.3941087,41.394946,41.411591,41.411591,41.411591,44.6617168,800,1,[3.249724700115621],[3.249737999867648],P_01,1,2025-11-02_17h57.55.349,INTENTIONAL BINDING EXPERIMENT,,2025.1.1,59.93712596,2025-11-02 17h58.10.314492 +0530
0.7,1000,exp,7,7,0,space,0.3360473,None,300,1,[1.7008917001076043],[1.7009066003374755],0,7,7,8,44.6782329,,44.6621071,44.6782329,45.6627045,45.6627045,45.6791083,46.0116053,space,0.3360473,None,46.0124792,0.6996634,1.0020425,47.0260506,47.0269058,47.0440879,47.0440879,47.0440879,48.7454202,300,1,[1.7008917001076043],[1.7009066003374755],P_01,1,2025-11-02_17h57.55.349,INTENTIONAL BINDING EXPERIMENT,,2025.1.1,59.93712596,2025-11-02 17h58.10.314492 +0530
0.4,1000,exp,8,8,0,space,0.8796038,None,400,1,[3.650285500101745],[3.6502954000607133],0,8,8,10,48.7604889,,48.7457922,48.7604889,49.7459095,49.7459095,49.7620417,50.6301793,space,0.8796038,None,50.6310813,0.3995246,0.7145933,51.3478654,51.3484143,51.3761543,51.3761543,51.3761543,55.0267877,400,1,[3.650285500101745],[3.6502954000607133],P_01,1,2025-11-02_17h57.55.349,INTENTIONAL BINDING EXPERIMENT,,2025.1.1,59.93712596,2025-11-02 17h58.10.314492 +0530
0.1,400,unexp,9,9,0,space,7.1887136,None,500,1,[3.2320213997736573],[3.232034500222653],0,9,9,0,55.0432949,,55.0270848,55.0432949,56.0277627,56.0277627,56.0434481,63.2280478,space,7.1887136,None,63.2288241,0.1000054,0.3999725,63.6437388,63.644513,63.6760797,63.6760797,63.6760797,66.9085176,500,1,[3.2320213997736573],[3.232034500222653],P_01,1,2025-11-02_17h57.55.349,INTENTIONAL BINDING EXPERIMENT,,2025.1.1,59.93712596,2025-11-02 17h58.10.314492 +0530
0.4,400,unexp,10,10,0,space,0.3126443,None,300,1,[3.383301599882543],[3.383317600004375],0,10,10,1,66.9246565,,66.9088982,66.9246565,67.9086497,67.9086497,67.9248518,68.2270857,space,0.3126443,None,68.2280949,0.4160415,0.7152542,68.9588101,68.9594149,68.9737052,68.9737052,68.9737052,72.3573838,300,1,[3.383301599882543],[3.383317600004375],P_01,1,2025-11-02_17h57.55.349,INTENTIONAL BINDING EXPERIMENT,,2025.1.1,59.93712596,2025-11-02 17h58.10.314492 +0530
0.4,1000,exp,11,11,0,space,0.82372,None,200,1,[7.732984299771488],[7.732994199730456],0,11,11,4,72.3732105,,72.3577413,72.3732105,73.3576623,73.3576623,73.3759553,74.192844,space,0.82372,None,74.1939138,0.3996928,0.6991795,74.9079207,74.908556,74.9228039,74.9228039,74.9228039,82.6561481,200,1,[7.732984299771488],[7.732994199730456],P_01,1,2025-11-02_17h57.55.349,INTENTIONAL BINDING EXPERIMENT,,2025.1.1,59.93712596,2025-11-02 17h58.10.314492 +0530
0.7,1000,exp,12,0,1,space,0.5153045,None,300,1,[3.31682510022074],[3.3168367999605834],1,0,12,5,82.6719843,,82.6564492,82.6719843,83.656006,83.656006,83.6736756,84.1748794,space,0.5153045,None,84.1757633,0.7138758,1.0157277,85.201998,85.2027731,85.2213356,85.2213356,85.2213356,88.5385513,300,1,[3.31682510022074],[3.3168367999605834],P_01,1,2025-11-02_17h57.55.349,INTENTIONAL BINDING EXPERIMENT,,2025.1.1,59.93712596,2025-11-02 17h58.10.314492 +0530
0.7,1000,exp,13,1,1,space,1.5223912,None,400,1,[2.066268799826503],[2.0662814998067915],1,1,13,8,88.5541134,,88.5388578,88.5541134,89.5392081,89.5392081,89.5567739,91.0736384,space,1.5223912,None,91.074426,0.6993834,0.9989767,92.0807101,92.0813727,92.1044704,92.1044704,92.1044704,94.171219,400,1,[2.066268799826503],[2.0662814998067915],P_01,1,2025-11-02_17h57.55.349,INTENTIONAL BINDING EXPERIMENT,,2025.1.1,59.93712596,2025-11-02 17h58.10.314492 +0530
0.1,1000,exp,14,2,1,space,1.6559319,None,250,1,[4.066309100016952],[4.066319199744612],1,2,14,9,94.1861354,,94.1715041,94.1861354,95.1717212,95.1717212,95.1878945,96.8393813,space,1.6559319,None,96.8404401,0.0994606,0.4153169,97.2582156,97.2587765,97.2871749,97.2871749,97.2871749,101.3538512,250,1,[4.066309100016952],[4.066319199744612],P_01,1,2025-11-02_17h57.55.349,INTENTIONAL BINDING EXPERIMENT,,2025.1.1,59.93712596,2025-11-02 17h58.10.314492 +0530
0.1,400,unexp,15,3,1,space,2.8072759,None,500,1,[3.9474236997775733],[3.947433600202203],1,3,15,0,101.3685811,,101.3541399,101.3685811,102.3543251,102.3543251,102.37094,105.171353,space,2.8072759,None,105.1721818,0.1161686,0.4302325,105.6019218,105.6025633,105.6203373,105.6203373,105.6203373,109.5681359,500,1,[3.9474236997775733],[3.947433600202203],P_01,1,2025-11-02_17h57.55.349,INTENTIONAL BINDING EXPERIMENT,,2025.1.1,59.93712596,2025-11-02 17h58.10.314492 +0530
0.1,1000,exp,16,4,1,space,0.8899399,None,600,1,[2.1315365000627935],[2.131548599805683],1,4,16,3,109.5840398,,109.5684182,109.5840398,110.5699989,110.5699989,110.5864519,111.4702092,space,0.8899399,None,111.4710832,0.1138782,0.416094,111.9053184,111.9059319,111.9357362,111.9357362,111.9357362,114.0676831,600,1,[2.1315365000627935],[2.131548599805683],P_01,1,2025-11-02_17h57.55.349,INTENTIONAL BINDING EXPERIMENT,,2025.1.1,59.93712596,2025-11-02 17h58.10.314492 +0530
0.4,1000,exp,17,5,1,space,0.6003464,None,400,1,[2.3333745999261737],[2.3333848998881876],1,5,17,7,114.0828971,,114.0679657,114.0828971,115.0688316,115.0688316,115.0852884,115.6865931,space,0.6003464,None,115.6873777,0.3990775,0.6985169,116.4008911,116.4015612,116.4170434,116.4170434,116.4170434,118.7507764,400,1,[2.3333745999261737],[2.3333848998881876],P_01,1,2025-11-02_17h57.55.349,INTENTIONAL BINDING EXPERIMENT,,2025.1.1,59.93712596,2025-11-02 17h58.10.314492 +0530
0.1,1000,exp,18,6,1,space,0.4585564,None,500,1,[2.917654599994421],[2.917665899731219],1,6,18,6,118.7661976,,118.7510529,118.7661976,119.7675888,119.7675888,119.7675888,120.2348546,space,0.4585564,None,120.2356717,0.0994883,0.3992901,120.6513325,120.6519099,120.6826205,120.6826205,120.6826205,123.6007091,500,1,[2.917654599994421],[2.917665899731219],P_01,1,2025-11-02_17h57.55.349,INTENTIONAL BINDING EXPERIMENT,,2025.1.1,59.93712596,2025-11-02 17h58.10.314492 +0530
0.4,400,unexp,19,7,1,space,0.8392823,None,600,1,[2.0336361001245677],[2.03364560008049],1,7,19,1,123.6161339,,123.6010102,123.6161339,124.6013161,124.6013161,124.6173011,125.4511851,space,0.8392823,None,125.4519743,0.3999197,0.6995651,126.162504,126.1632221,126.1814604,126.1814604,126.1814604,128.215437,600,1,[2.0336361001245677],[2.03364560008049],P_01,1,2025-11-02_17h57.55.349,INTENTIONAL BINDING EXPERIMENT,,2025.1.1,59.93712596,2025-11-02 17h58.10.314492 +0530
0.7,400,unexp,20,8,1,space,0.3395198,None,600,1,[2.100455899722874],[2.100472299847752],1,8,20,2,128.2313875,,128.2157215,128.2313875,129.2150849,129.2150849,129.2335006,129.5655264,space,0.3395198,None,129.5663461,0.6995674,1.0014437,130.5785501,130.5792745,130.5976892,130.5976892,130.5976892,132.6985392,600,1,[2.100455899722874],[2.100472299847752],P_01,1,2025-11-02_17h57.55.349,INTENTIONAL BINDING EXPERIMENT,,2025.1.1,59.93712596,2025-11-02 17h58.10.314492 +0530
0.4,1000,exp,21,9,1,space,0.6314929,None,700,1,[2.1823859997093678],[2.182405899744481],1,9,21,10,132.713693,,132.6988575,132.713693,133.7140603,133.7140603,133.7140603,134.349765,space,0.6314929,None,134.3509452,0.4139298,0.7162322,135.0825423,135.0831397,135.115032,135.115032,135.115032,137.2979021,700,1,[2.1823859997093678],[2.182405899744481],P_01,1,2025-11-02_17h57.55.349,INTENTIONAL BINDING EXPERIMENT,,2025.1.1,59.93712596,2025-11-02 17h58.10.314492 +0530
0.4,1000,exp,22,10,1,space,0.7660006,None,500,1,[2.432039000093937],[2.4320539999753237],1,10,22,4,137.3124382,,137.298266,137.3124382,138.2963378,138.2963378,138.3149181,139.0657693,space,0.7660006,None,139.0666349,0.3994109,0.6993352,139.7830988,139.783736,139.8136756,139.8136756,139.8136756,142.2462606,500,1,[2.432039000093937],[2.4320539999753237],P_01,1,2025-11-02_17h57.55.349,INTENTIONAL BINDING EXPERIMENT,,2025.1.1,59.93712596,2025-11-02 17h58.10.314492 +0530
0.7,1000,exp,23,11,1,space,0.3318475,None,900,1,[3.2991428999230266],[3.299155999906361],1,11,23,11,142.2622557,,142.2466136,142.2622557,143.2480283,143.2480283,143.2649601,143.5814613,space,0.3318475,None,143.5822509,0.7151152,1.0162223,144.6187245,144.6193622,144.6467337,144.6467337,144.6467337,147.9463338,900,1,[3.2991428999230266],[3.299155999906361],P_01,1,2025-11-02_17h57.55.349,INTENTIONAL BINDING EXPERIMENT,,2025.1.1,59.93712596,2025-11-02 17h58.10.314492 +0530
0.1,1000,exp,24,0,2,space,0.3279329,None,100,1,[3.1658374997787178],[3.16585039999336],2,0,24,3,147.9612184,,147.9467063,147.9612184,148.9633081,148.9633081,148.9633081,149.2971012,space,0.3279329,None,149.2978644,0.0997054,0.399878,149.7019589,149.7025316,149.7283525,149.7283525,149.7283525,152.8946449,100,1,[3.1658374997787178],[3.16585039999336],P_01,1,2025-11-02_17h57.55.349,INTENTIONAL BINDING EXPERIMENT,,2025.1.1,59.93712596,2025-11-02 17h58.10.314492 +0530
0.4,1000,exp,25,1,2,space,0.5049092,None,200,1,[2.4843840999528766],[2.4843982001766562],2,1,25,10,152.9104362,,152.8950012,152.9104362,153.8960155,153.8960155,153.9117023,154.4130154,space,0.5049092,None,154.4140565,0.3994788,0.6992962,155.1238239,155.1244583,155.1429606,155.1429606,155.1429606,157.6278589,200,1,[2.4843840999528766],[2.4843982001766562],P_01,1,2025-11-02_17h57.55.349,INTENTIONAL BINDING EXPERIMENT,,2025.1.1,59.93712596,2025-11-02 17h58.10.314492 +0530
0.7,1000,exp,26,2,2,space,0.3179966,None,350,1,[1.999291299842298],[1.9993014996871352],2,2,26,8,157.6425407,,157.6282577,157.6425407,158.6295575,158.6295575,158.64412,158.9611186,space,0.3179966,None,158.9621477,0.6991709,1.0001315,159.9789295,159.9794936,160.0106658,160.0106658,160.0106658,162.0104064,350,1,[1.999291299842298],[1.9993014996871352],P_01,1,2025-11-02_17h57.55.349,INTENTIONAL BINDING EXPERIMENT,,2025.1.1,59.93712596,2025-11-02 17h58.10.314492 +0530
0.1,1000,exp,27,3,2,space,0.7233813,None,50,1,[4.18351069977507],[4.183520299848169],2,3,27,6,162.0256426,,162.0108284,162.0256426,163.0106949,163.0106949,163.0279713,163.7448389,space,0.7233813,None,163.7456266,0.099191,0.399498,164.1598151,164.1603923,164.175132,164.175132,164.175132,168.3589763,50,1,[4.18351069977507],[4.183520299848169],P_01,1,2025-11-02_17h57.55.349,INTENTIONAL BINDING EXPERIMENT,,2025.1.1,59.93712596,2025-11-02 17h58.10.314492 +0530
0.1,400,unexp,28,4,2,space,0.2849392,None,500,1,[4.21726859966293],[4.217281799763441],2,4,28,0,168.3740869,,168.3592799,168.3740869,169.3593244,169.3593244,169.375036,169.6599917,space,0.2849392,None,169.6607647,0.0996456,0.3996446,170.0754212,170.0760155,170.0904719,170.0904719,170.0904719,174.3081534,500,1,[4.21726859966293],[4.217281799763441],P_01,1,2025-11-02_17h57.55.349,INTENTIONAL BINDING EXPERIMENT,,2025.1.1,59.93712596,2025-11-02 17h58.10.314492 +0530
0.7,1000,exp,29,5,2,space,0.5251619,None,100,1,[2.298827400431037],[2.298837300390005],2,5,29,5,174.3236915,,174.3085087,174.3236915,175.3087327,175.3087327,175.3241821,175.8424997,space,0.5251619,None,175.8432854,0.6997501,0.9997464,176.8593071,176.8598904,176.8913605,176.8913605,176.8913605,179.1905765,100,1,[2.298827400431037],[2.298837300390005],P_01,1,2025-11-02_17h57.55.349,INTENTIONAL BINDING EXPERIMENT,,2025.1.1,59.93712596,2025-11-02 17h58.10.314492 +0530
0.4,1000,exp,30,6,2,space,1.4217703,None,250,1,[3.014781199861318],[3.014790900051594],2,6,30,4,179.2056196,,179.1908534,179.2056196,180.1922434,180.1922434,180.2086303,181.6235394,space,1.4217703,None,181.6242708,0.4011033,0.7010901,182.3462473,182.3468822,182.3742605,182.3742605,182.3742605,185.3894125,250,1,[3.014781199861318],[3.014790900051594],P_01,1,2025-11-02_17h57.55.349,INTENTIONAL BINDING EXPERIMENT,,2025.1.1,59.93712596,2025-11-02 17h58.10.314492 +0530
0.4,400,unexp,31,7,2,space,0.7813405,None,700,1,[2.1496007000096142],[2.149610999971628],2,7,31,1,185.4048316,,185.3896888,185.4048316,186.3903527,186.3903527,186.4071734,187.1739022,space,0.7813405,None,187.174938,0.4164458,0.716472,187.9038177,187.9044045,187.9212662,187.9212662,187.9212662,190.0712127,700,1,[2.1496007000096142],[2.149610999971628],P_01,1,2025-11-02_17h57.55.349,INTENTIONAL BINDING EXPERIMENT,,2025.1.1,59.93712596,2025-11-02 17h58.10.314492 +0530
0.7,400,unexp,32,8,2,space,0.3931104,None,600,1,[2.532534900121391],[2.5325453002005816],2,8,32,2,190.0875236,,190.0715003,190.0875236,191.0733069,191.0733069,191.0898463,191.4734565,space,0.3931104,None,191.4745102,0.7151608,1.0148957,192.500392,192.5010191,192.5218664,192.5218664,192.5218664,195.0548123,600,1,[2.532534900121391],[2.5325453002005816],P_01,1,2025-11-02_17h57.55.349,INTENTIONAL BINDING EXPERIMENT,,2025.1.1,59.93712596,2025-11-02 17h58.10.314492 +0530
0.1,1000,exp,33,9,2,space,0.5334752,None,550,1,[1.9004223002120852],[1.9004342998377979],2,9,33,9,195.0703858,,195.0551005,195.0703858,196.0552949,196.0552949,196.0725532,196.604287,space,0.5334752,None,196.6050681,0.1018343,0.4162068,197.0213305,197.0218753,197.052979,197.052979,197.052979,198.9538028,550,1,[1.9004223002120852],[1.9004342998377979],P_01,1,2025-11-02_17h57.55.349,INTENTIONAL BINDING EXPERIMENT,,2025.1.1,59.93712596,2025-11-02 17h58.10.314492 +0530
0.7,1000,exp,34,10,2,space,1.9929642,None,350,1,[4.750111999921501],[4.750122300349176],2,10,34,11,198.9695201,,198.9540964,198.9695201,199.9538548,199.9538548,199.971417,201.9525246,space,1.9929642,None,201.9531771,0.6991372,1.0010735,202.964966,202.9656415,202.9853462,202.9853462,202.9853462,207.7358974,350,1,[4.750111999921501],[4.750122300349176],P_01,1,2025-11-02_17h57.55.349,INTENTIONAL BINDING EXPERIMENT,,2025.1.1,59.93712596,2025-11-02 17h58.10.314492 +0530
0.4,1000,exp,35,11,2,space,1.1815654,None,450,1,[3.2836001999676228],[3.2836156003177166],2,11,35,7,207.751573,,207.7361856,207.751573,208.7352396,208.7352396,208.751793,209.9203824,space,1.1815654,None,209.9211998,0.3994331,0.6992614,210.6335275,210.6341444,210.6503971,210.6503971,210.6503971,213.9344615,450,1,[3.2836001999676228],[3.2836156003177166],P_01,1,2025-11-02_17h57.55.349,INTENTIONAL BINDING EXPERIMENT,,2025.1.1,59.93712596,2025-11-02 17h58.10.314492 +0530
0.1,1000,exp,36,0,3,space,1.1059927,None,150,1,[3.4671781002543867],[3.467192000243813],3,0,36,6,213.9509819,,213.9348541,213.9509819,214.9354723,214.9354723,214.9529826,216.0531091,space,1.1059927,None,216.0538977,0.1139886,0.4159654,216.477809,216.4790562,216.4996911,216.4996911,216.4996911,219.9672785,150,1,[3.4671781002543867],[3.467192000243813],P_01,1,2025-11-02_17h57.55.349,INTENTIONAL BINDING EXPERIMENT,,2025.1.1,59.93712596,2025-11-02 17h58.10.314492 +0530
0.7,400,unexp,37,1,3,space,0.3128351,None,400,1,[1.8160520996898413],[1.8160628997720778],3,1,37,2,219.9828385,,219.9676586,219.9828385,220.9682261,220.9682261,220.9844593,221.2849503,space,0.3128351,None,221.2859144,0.7162205,1.0162312,222.3106219,222.3116674,222.3332165,222.3332165,222.3332165,224.1497323,400,1,[1.8160520996898413],[1.8160628997720778],P_01,1,2025-11-02_17h57.55.349,INTENTIONAL BINDING EXPERIMENT,,2025.1.1,59.93712596,2025-11-02 17h58.10.314492 +0530
0.4,1000,exp,38,2,3,space,0.596563,None,600,1,[10.516098900232464],[10.516108700074255],3,2,38,10,224.1651794,,224.150125,224.1651794,225.1511284,225.1511284,225.1671703,225.750052,space,0.596563,None,225.7508238,0.4154905,0.7171525,226.481898,226.4825602,226.4977314,226.4977314,226.4977314,237.014169,600,1,[10.516098900232464],[10.516108700074255],P_01,1,2025-11-02_17h57.55.349,INTENTIONAL BINDING EXPERIMENT,,2025.1.1,59.93712596,2025-11-02 17h58.10.314492 +0530
0.1,1000,exp,39,3,3,space,2.1997597,None,300,1,[2.38378579961136],[2.3837957000359893],3,3,39,3,237.029609,,237.0144494,237.029609,238.0160143,238.0160143,238.0324419,240.2326434,space,2.1997597,None,240.2334575,0.1154211,0.4327248,240.6656952,240.6663229,240.6952815,240.6952815,240.6952815,243.0794168,300,1,[2.38378579961136],[2.3837957000359893],P_01,1,2025-11-02_17h57.55.349,INTENTIONAL BINDING EXPERIMENT,,2025.1.1,59.93712596,2025-11-02 17h58.10.314492 +0530
0.4,1000,exp,40,4,3,space,0.4077194,None,100,1,[1.8004275998100638],[1.8004389996640384],3,4,40,4,243.0974945,,243.0797229,243.0974945,244.0809626,244.0809626,244.097649,244.4965363,space,0.4077194,None,244.4972634,0.4011529,0.7162554,245.2151793,245.2157582,245.2449922,245.2449922,245.2449922,247.0457999,100,1,[1.8004275998100638],[1.8004389996640384],P_01,1,2025-11-02_17h57.55.349,INTENTIONAL BINDING EXPERIMENT,,2025.1.1,59.93712596,2025-11-02 17h58.10.314492 +0530
0.1,1000,exp,41,5,3,space,0.9494038,None,200,1,[1.86707319971174],[1.8670956999994814],3,5,41,9,247.0613189,,247.0460796,247.0613189,248.0466602,248.0466602,248.0624958,249.0127034,space,0.9494038,None,249.0136849,0.1009389,0.4006747,249.4273488,249.4279907,249.4443936,249.4443936,249.4443936,251.311901,200,1,[1.86707319971174],[1.8670956999994814],P_01,1,2025-11-02_17h57.55.349,INTENTIONAL BINDING EXPERIMENT,,2025.1.1,59.93712596,2025-11-02 17h58.10.314492 +0530
0.1,400,unexp,42,6,3,space,0.4300396,None,300,1,[3.0675272000953555],[3.0675382004119456],3,6,42,0,251.3274883,,251.3122827,251.3274883,252.3129811,252.3129811,252.3296036,252.7451166,space,0.4300396,None,252.7461227,0.0995188,0.4009611,253.1597253,253.160514,253.1768515,253.1768515,253.1768515,256.2447224,300,1,[3.0675272000953555],[3.0675382004119456],P_01,1,2025-11-02_17h57.55.349,INTENTIONAL BINDING EXPERIMENT,,2025.1.1,59.93712596,2025-11-02 17h58.10.314492 +0530
0.4,1000,exp,43,7,3,space,0.4272557,None,400,1,[1.96656689979136],[1.9665771997533739],3,7,43,7,256.2597562,,256.245001,256.2597562,257.2457752,257.2457752,257.2607378,257.6794426,space,0.4272557,None,257.6804677,0.3995152,0.6993674,258.3951593,258.395763,258.4272657,258.4272657,258.4272657,260.3942232,400,1,[1.96656689979136],[1.9665771997533739],P_01,1,2025-11-02_17h57.55.349,INTENTIONAL BINDING EXPERIMENT,,2025.1.1,59.93712596,2025-11-02 17h58.10.314492 +0530
0.7,1000,exp,44,8,3,space,0.4164794,None,100,1,[2.2656166995875537],[2.2656291997991502],3,8,44,11,260.4090492,,260.3945132,260.4090492,261.3958294,261.3958294,261.412319,261.8274233,space,0.4164794,None,261.8281569,0.700534,1.0177188,262.8469121,262.8475763,262.8769566,262.8769566,262.8769566,265.1430052,100,1,[2.2656166995875537],[2.2656291997991502],P_01,1,2025-11-02_17h57.55.349,INTENTIONAL BINDING EXPERIMENT,,2025.1.1,59.93712596,2025-11-02 17h58.10.314492 +0530
0.4,400,unexp,45,9,3,space,0.366095,None,550,1,[3.2001634002663195],[3.20017349999398],3,9,45,1,265.1583439,,265.1433432,265.1583439,266.1429631,266.1429631,266.1612072,266.5112431,space,0.366095,None,266.5121487,0.4160966,0.7323628,267.2439925,267.2447838,267.2746102,267.2746102,267.2746102,270.4751364,550,1,[3.2001634002663195],[3.20017349999398],P_01,1,2025-11-02_17h57.55.349,INTENTIONAL BINDING EXPERIMENT,,2025.1.1,59.93712596,2025-11-02 17h58.10.314492 +0530
0.7,1000,exp,46,10,3,space,0.5105625,None,250,1,[2.2990640001371503],[2.2990735000930727],3,10,46,8,270.4910382,,270.4754209,270.4910382,271.4768016,271.4768016,271.4932,271.9916612,space,0.5105625,None,271.9926506,0.7016096,1.0013295,273.0098743,273.0104738,273.0418139,273.0418139,273.0418139,275.341248,250,1,[2.2990640001371503],[2.2990735000930727],P_01,1,2025-11-02_17h57.55.349,INTENTIONAL BINDING EXPERIMENT,,2025.1.1,59.93712596,2025-11-02 17h58.10.314492 +0530
0.7,1000,exp,47,11,3,space,0.9336721,None,400,1,[1.7493123998865485],[1.7493219999596477],3,11,47,5,275.3574746,,275.3415568,275.3574746,276.3413248,276.3413248,276.3590801,277.2764445,space,0.9336721,None,277.2774891,0.7155193,1.0157043,278.3022566,278.3028674,278.3243417,278.3243417,278.3243417,280.0740474,400,1,[1.7493123998865485],[1.7493219999596477],P_01,1,2025-11-02_17h57.55.349,INTENTIONAL BINDING EXPERIMENT,,2025.1.1,59.93712596,2025-11-02 17h58.10.314492 +0530
0.4,400,unexp,48,0,4,space,0.9384825,None,600,1,[2.8504905998706818],[2.8505045999772847],4,0,48,1,280.0896441,,280.0743352,280.0896441,281.0732031,281.0732031,281.0915371,282.0249886,space,0.9384825,None,282.0258242,0.3996459,0.6991541,282.7379096,282.7384656,282.7552248,282.7552248,282.7552248,285.6061247,600,1,[2.8504905998706818],[2.8505045999772847],P_01,1,2025-11-02_17h57.55.349,INTENTIONAL BINDING EXPERIMENT,,2025.1.1,59.93712596,2025-11-02 17h58.10.314492 +0530
0.7,1000,exp,49,1,4,space,1.3714126,None,650,1,[5.100313500035554],[5.1003308002837],4,1,49,8,285.621344,,285.6064215,285.621344,286.6054471,286.6054471,286.6243,287.9911044,space,1.3714126,None,287.9921265,0.7154382,1.0158671,289.0226312,289.0232509,289.0373409,289.0373409,289.0373409,294.138085,650,1,[5.100313500035554],[5.1003308002837],P_01,1,2025-11-02_17h57.55.349,INTENTIONAL BINDING EXPERIMENT,,2025.1.1,59.93712596,2025-11-02 17h58.10.314492 +0530
0.1,1000,exp,50,2,4,space,1.658235,None,400,1,[2.3835124000906944],[2.3835249999538064],4,2,50,6,294.1538207,,294.1384428,294.1538207,295.1393555,295.1393555,295.1560588,296.8063232,space,1.658235,None,296.8070935,0.0998684,0.4143144,297.2245314,297.2250878,297.2533265,297.2533265,297.2533265,299.6372806,400,1,[2.3835124000906944],[2.3835249999538064],P_01,1,2025-11-02_17h57.55.349,INTENTIONAL BINDING EXPERIMENT,,2025.1.1,59.93712596,2025-11-02 17h58.10.314492 +0530
0.7,400,unexp,51,3,4,space,0.8600482,None,500,1,[1.950200800318271],[1.9502178002148867],4,3,51,2,299.6529931,,299.6376311,299.6529931,300.6531713,300.6531713,300.6531713,301.5225857,space,0.8600482,None,301.5234233,0.6992518,1.0154388,302.5383965,302.5390838,302.570065,302.570065,302.570065,304.5208013,500,1,[1.950200800318271],[1.9502178002148867],P_01,1,2025-11-02_17h57.55.349,INTENTIONAL BINDING EXPERIMENT,,2025.1.1,59.93712596,2025-11-02 17h58.10.314492 +0530
