thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
112,0,112,[np.float64(-0.2675)],[np.float64(0.1475)],[1],[0],[0],[1.4570932999486104],['target'],112,0,112,0,213.77959410008043,,5,213.77333260001615,213.77959410008043,213.77959410008043,0.007929899962618947,215.23047820001375,[np.float64(-0.2675)],[np.float64(0.1475)],[1],[0],[0],[1.4570932999486104],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
113,0,113,[np.float64(0.0025)],[np.float64(0.0675)],[1],[0],[0],[1.501544600003399],['target'],113,0,113,0,215.26209820003714,,10,215.24551869998686,215.26209820003714,215.26209820003714,0.014951899996958673,216.74710879998747,[np.float64(0.0025)],[np.float64(0.0675)],[1],[0],[0],[1.501544600003399],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
114,0,114,[np.float64(-0.045)],[np.float64(0.10625)],[1],[0],[0],[1.0083990000421181],['target'],114,0,114,0,216.7627055000048,,5,216.7550237000687,216.7627055000048,216.7627055000048,0.007808999973349273,217.76347750006244,[np.float64(-0.045)],[np.float64(0.10625)],[1],[0],[0],[1.0083990000421181],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
115,0,115,[np.float64(0.11875)],[np.float64(-0.0025)],[1],[0],[0],[1.3083673999644816],['target'],115,0,115,0,217.77904330007732,,5,217.77146439999342,217.77904330007732,217.77904330007732,0.007892400026321411,219.0798758000601,[np.float64(0.11875)],[np.float64(-0.0025)],[1],[0],[0],[1.3083673999644816],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
116,0,116,[np.float64(0.23875)],[np.float64(-0.38)],[1],[0],[0],[4.218535199994221],['target'],116,0,116,0,219.1113922999939,,10,219.09449040004984,219.1113922999939,219.1113922999939,0.014518000069074333,223.3130876000505,[np.float64(0.23875)],[np.float64(-0.38)],[1],[0],[0],[4.218535199994221],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
117,0,117,[np.float64(-0.07375)],[np.float64(0.46625)],[1],[0],[0],[1.684441199991852],['target'],117,0,117,0,223.3445534000639,,10,223.32792930002324,223.3445534000639,223.3445534000639,0.014723400003276765,225.0124230000656,[np.float64(-0.07375)],[np.float64(0.46625)],[1],[0],[0],[1.684441199991852],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
118,0,118,[np.float64(0.33)],[np.float64(-0.43125)],[1],[0],[0],[2.0195060999831185],['target'],118,0,118,0,225.04451460007112,,10,225.0269779000664,225.04451460007112,225.04451460007112,0.014444499975070357,227.04654570005368,[np.float64(0.33)],[np.float64(-0.43125)],[1],[0],[0],[2.0195060999831185],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
119,0,119,[np.float64(0.35)],[np.float64(-0.05375)],[1],[0],[0],[1.390925299958326],['target'],119,0,119,0,227.06084170006216,,5,227.05462259997148,227.06084170006216,227.06084170006216,0.007929199957288802,228.4455948000541,[np.float64(0.35)],[np.float64(-0.05375)],[1],[0],[0],[1.390925299958326],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
120,0,120,[np.float64(-0.48625)],[np.float64(0.21875)],[1],[0],[0],[1.5926391000393778],['target'],120,0,120,0,228.46172080002725,,5,228.45264210004825,228.46172080002725,228.46172080002725,0.006955999997444451,230.04533650004305,[np.float64(-0.48625)],[np.float64(0.21875)],[1],[0],[0],[1.5926391000393778],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
121,0,121,[np.float64(-0.4325)],[np.float64(0.31375)],[1],[0],[0],[1.4192898999899626],['target'],121,0,121,0,230.07627920003142,,10,230.0588683000533,230.07627920003142,230.07627920003142,0.013439500005915761,231.47820919996593,[np.float64(-0.4325)],[np.float64(0.31375)],[1],[0],[0],[1.4192898999899626],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
122,0,122,[np.float64(0.31875)],[np.float64(0.2525)],[1],[0],[0],[1.8683386000338942],['target'],122,0,122,0,231.51030500000343,,10,231.4929528000066,231.51030500000343,231.51030500000343,0.014626799966208637,233.36133960005827,[np.float64(0.31875)],[np.float64(0.2525)],[1],[0],[0],[1.8683386000338942],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
123,0,123,[np.float64(0.355)],[np.float64(0.26)],[1],[0],[0],[1.3754189999308437],['target'],123,0,123,0,233.37663990003057,,5,233.36942510004155,233.37663990003057,233.37663990003057,0.007974700070917606,234.74488919996656,[np.float64(0.355)],[np.float64(0.26)],[1],[0],[0],[1.3754189999308437],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
124,0,124,"[np.float64(0.295), np.float64(0.31125)]","[np.float64(0.32625), np.float64(0.32625)]","[1, 1]","[0, 0]","[0, 0]","[1.5849462000187486, 2.733992900000885]","[None, 'target']",124,0,124,0,234.77534290007316,,10,234.75969440001063,234.77534290007316,234.77534290007316,0.014711800031363964,237.4937423999654,"[np.float64(0.295), np.float64(0.31125)]","[np.float64(0.32625), np.float64(0.32625)]","[1, 1]","[0, 0]","[0, 0]","[1.5849462000187486, 2.733992900000885]","[None, 'target']",P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
125,0,125,[np.float64(-0.46)],[np.float64(0.07625)],[1],[0],[0],[1.7088207000633702],['target'],125,0,125,0,237.51012800005265,,5,237.5015251999721,237.51012800005265,237.51012800005265,0.0076543999603018165,239.21039690007456,[np.float64(-0.46)],[np.float64(0.07625)],[1],[0],[0],[1.7088207000633702],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
126,0,126,[np.float64(-0.465)],[np.float64(0.37875)],[1],[0],[0],[2.3016193999210373],['target'],126,0,126,0,239.24171520001255,,10,239.22508270002436,239.24171520001255,239.24171520001255,0.014593700063414872,241.5267514999723,[np.float64(-0.465)],[np.float64(0.37875)],[1],[0],[0],[2.3016193999210373],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
127,0,127,[np.float64(-0.1525)],[np.float64(0.4425)],[1],[0],[0],[1.4854097999632359],['target'],127,0,127,0,241.55800600000657,,10,241.54143670003396,241.55800600000657,241.55800600000657,0.014573400025255978,243.0269006000599,[np.float64(-0.1525)],[np.float64(0.4425)],[1],[0],[0],[1.4854097999632359],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
128,0,128,[np.float64(0.3425)],[np.float64(0.3925)],[1],[0],[0],[2.124370799981989],['target'],128,0,128,0,243.0415116000222,,5,243.03492850007024,243.0415116000222,243.0415116000222,0.007915799971669912,245.15935440000612,[np.float64(0.3425)],[np.float64(0.3925)],[1],[0],[0],[2.124370799981989],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
129,0,129,[np.float64(0.35625)],[np.float64(-0.02)],[1],[0],[0],[1.9681126999203116],['target'],129,0,129,0,245.19043070008047,,10,245.1742638000287,245.19043070008047,245.19043070008047,0.014813299989327788,247.1424282999942,[np.float64(0.35625)],[np.float64(-0.02)],[1],[0],[0],[1.9681126999203116],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
130,0,130,[np.float64(-0.05125)],[np.float64(0.3075)],[1],[0],[0],[1.5080840000882745],['target'],130,0,130,0,247.15818420005962,,5,247.15046240005177,247.15818420005962,247.15818420005962,0.007921200012788177,248.6585980000673,[np.float64(-0.05125)],[np.float64(0.3075)],[1],[0],[0],[1.5080840000882745],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
131,0,131,[np.float64(-0.2125)],[np.float64(0.2025)],[1],[0],[0],[1.3186869999626651],['target'],131,0,131,0,248.68989859998692,,10,248.67320910003036,248.68989859998692,248.68989859998692,0.014513600035570562,249.9919433000032,[np.float64(-0.2125)],[np.float64(0.2025)],[1],[0],[0],[1.3186869999626651],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
132,0,132,[np.float64(-0.47125)],[np.float64(-0.30875)],[1],[0],[0],[1.5756979000288993],['target'],132,0,132,0,250.006845899974,,5,249.99932579998858,250.006845899974,250.006845899974,0.007266999920830131,251.575074100052,[np.float64(-0.47125)],[np.float64(-0.30875)],[1],[0],[0],[1.5756979000288993],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
133,0,133,[np.float64(-0.2175)],[np.float64(0.43)],[1],[0],[0],[2.441160700051114],['target'],133,0,133,0,251.5909858000232,,5,251.58281230006833,251.5909858000232,251.5909858000232,0.007643099990673363,254.02403249999043,[np.float64(-0.2175)],[np.float64(0.43)],[1],[0],[0],[2.441160700051114],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
134,0,134,[np.float64(-0.48875)],[np.float64(-0.1625)],[1],[0],[0],[1.6349816001020372],['target'],134,0,134,0,254.0561541999923,,10,254.0396964000538,254.0561541999923,254.0561541999923,0.01555359992198646,255.67472900007851,[np.float64(-0.48875)],[np.float64(-0.1625)],[1],[0],[0],[1.6349816001020372],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
135,0,135,[np.float64(-0.12125)],[np.float64(-0.19375)],[1],[0],[0],[1.8256312999874353],['target'],135,0,135,0,255.68957300006878,,5,255.68256880005356,255.68957300006878,255.68957300006878,0.007725300034508109,257.50825239997357,[np.float64(-0.12125)],[np.float64(-0.19375)],[1],[0],[0],[1.8256312999874353],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
136,0,136,[np.float64(-0.2425)],[np.float64(-0.4425)],[1],[0],[0],[2.117490899981931],['target'],136,0,136,0,257.5388866000576,,10,257.5229521000292,257.5388866000576,257.5388866000576,0.014607700053602457,259.6404954000609,[np.float64(-0.2425)],[np.float64(-0.4425)],[1],[0],[0],[2.117490899981931],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
137,0,137,[np.float64(0.4225)],[np.float64(0.1025)],[1],[0],[0],[2.3583534999052063],['target'],137,0,137,0,259.6559797000373,,5,259.64865570003167,259.6559797000373,259.6559797000373,0.008049700059928,262.00705610006116,[np.float64(0.4225)],[np.float64(0.1025)],[1],[0],[0],[2.3583534999052063],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
138,0,138,[np.float64(-0.22625)],[np.float64(0.43625)],[1],[0],[0],[2.1516040000133216],['target'],138,0,138,0,262.0381554000778,,10,262.02124470006675,262.0381554000778,262.0381554000778,0.014096900005824864,264.17289539997,[np.float64(-0.22625)],[np.float64(0.43625)],[1],[0],[0],[2.1516040000133216],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
139,0,139,[np.float64(-0.055)],[np.float64(-0.28375)],[1],[0],[0],[2.2017115999478847],['target'],139,0,139,0,264.2044104000088,,10,264.1876199999824,264.2044104000088,264.2044104000088,0.014608699944801629,266.38938269997016,[np.float64(-0.055)],[np.float64(-0.28375)],[1],[0],[0],[2.2017115999478847],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
140,0,140,[np.float64(-0.24)],[np.float64(-0.00125)],[1],[0],[0],[1.2352926000021398],['target'],140,0,140,0,266.4208681000164,,10,266.4043674999848,266.4208681000164,266.4208681000164,0.014879100024700165,267.6397120000329,[np.float64(-0.24)],[np.float64(-0.00125)],[1],[0],[0],[1.2352926000021398],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
141,0,141,[np.float64(0.45375)],[np.float64(0.2525)],[1],[0],[0],[1.7673917999491096],['target'],141,0,141,0,267.67018390004523,,10,267.65488709998317,267.67018390004523,267.67018390004523,0.015065499930642545,269.4223307999782,[np.float64(0.45375)],[np.float64(0.2525)],[1],[0],[0],[1.7673917999491096],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
142,0,142,[np.float64(0.06125)],[np.float64(-0.04)],[1],[0],[0],[1.7421679999679327],['target'],142,0,142,0,269.43710790004116,,5,269.43021100002807,269.43710790004116,269.43710790004116,0.007766399998217821,271.17246010003146,[np.float64(0.06125)],[np.float64(-0.04)],[1],[0],[0],[1.7421679999679327],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
143,0,143,[np.float64(0.345)],[np.float64(-0.015)],[1],[0],[0],[1.2576858000829816],['target'],143,0,143,0,271.1870538999792,,5,271.18039790005423,271.1870538999792,271.1870538999792,0.007809200091287494,272.43813330004923,[np.float64(0.345)],[np.float64(-0.015)],[1],[0],[0],[1.2576858000829816],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
144,0,144,[np.float64(-0.22375)],[np.float64(-0.29625)],[1],[0],[0],[1.208786099916324],['target'],144,0,144,0,272.45389150001574,,5,272.4461769000627,272.45389150001574,272.45389150001574,0.007944200071506202,273.65500749996863,[np.float64(-0.22375)],[np.float64(-0.29625)],[1],[0],[0],[1.208786099916324],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
145,0,145,[np.float64(-0.17125)],[np.float64(0.355)],[1],[0],[0],[1.6013427999569103],['target'],145,0,145,0,273.68591570004355,,10,273.6696242999751,273.68591570004355,273.68591570004355,0.014521299977786839,275.2710262000328,[np.float64(-0.17125)],[np.float64(0.355)],[1],[0],[0],[1.6013427999569103],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
146,0,146,[np.float64(0.3775)],[np.float64(-0.4825)],[1],[0],[0],[2.0763736000517383],['target'],146,0,146,0,275.2862380000297,,5,275.2790245000506,275.2862380000297,275.2862380000297,0.007882900070399046,277.3554580999771,[np.float64(0.3775)],[np.float64(-0.4825)],[1],[0],[0],[2.0763736000517383],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
147,0,147,[np.float64(-0.38125)],[np.float64(0.08125)],[1],[0],[0],[1.2238919999217615],['target'],147,0,147,0,277.385930199991,,5,277.3635346000083,277.385930199991,277.385930199991,0.007965900003910065,278.58747340005357,[np.float64(-0.38125)],[np.float64(0.08125)],[1],[0],[0],[1.2238919999217615],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
148,0,148,[np.float64(-0.045)],[np.float64(-0.08375)],[1],[0],[0],[1.458563799969852],['target'],148,0,148,0,278.6025091999909,,5,278.59557520004455,278.6025091999909,278.6025091999909,0.008010699995793402,280.0541920000687,[np.float64(-0.045)],[np.float64(-0.08375)],[1],[0],[0],[1.458563799969852],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
149,0,149,[np.float64(0.42)],[np.float64(-0.39)],[1],[0],[0],[2.0175212000031024],['target'],149,0,149,0,280.0851400999818,,10,280.06893000006676,280.0851400999818,280.0851400999818,0.014645299990661442,282.0864977000747,[np.float64(0.42)],[np.float64(-0.39)],[1],[0],[0],[2.0175212000031024],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
150,0,150,[np.float64(-0.24)],[np.float64(-0.28625)],[1],[0],[0],[1.4085423999931663],['target'],150,0,150,0,282.10208059998695,,5,282.094583600061,282.10208059998695,282.10208059998695,0.007978000096045434,283.50317649997305,[np.float64(-0.24)],[np.float64(-0.28625)],[1],[0],[0],[1.4085423999931663],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
151,0,151,"[np.float64(-0.085), np.float64(-0.07375)]","[np.float64(0.46375), np.float64(0.46375)]","[1, 1]","[0, 0]","[0, 0]","[1.5410641999915242, 2.5910045999335125]","[None, 'target']",151,0,151,0,283.5180090999929,,5,283.51110520004295,283.5180090999929,283.5180090999929,0.007839200086891651,286.1021583999973,"[np.float64(-0.085), np.float64(-0.07375)]","[np.float64(0.46375), np.float64(0.46375)]","[1, 1]","[0, 0]","[0, 0]","[1.5410641999915242, 2.5910045999335125]","[None, 'target']",P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
152,0,152,[np.float64(0.11)],[np.float64(0.35)],[1],[0],[0],[1.4686911000171676],['target'],152,0,152,0,286.13373970007524,,10,286.1170342999976,286.13373970007524,286.13373970007524,0.014759799931198359,287.5857735000318,[np.float64(0.11)],[np.float64(0.35)],[1],[0],[0],[1.4686911000171676],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
153,0,153,[np.float64(0.00875)],[np.float64(-0.30875)],[1],[0],[0],[2.4679029000690207],['target'],153,0,153,0,287.6171350000659,,10,287.6007454000646,287.6171350000659,287.6171350000659,0.014859799994155765,290.06870110007003,[np.float64(0.00875)],[np.float64(-0.30875)],[1],[0],[0],[2.4679029000690207],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
154,0,154,[np.float64(0.20375)],[np.float64(0.285)],[1],[0],[0],[3.083857999998145],['target'],154,0,154,0,290.10007010004483,,10,290.08387870003935,290.10007010004483,290.10007010004483,0.015067900065332651,293.16779660002794,[np.float64(0.20375)],[np.float64(0.285)],[1],[0],[0],[3.083857999998145],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
155,0,155,[np.float64(0.22875)],[np.float64(-0.25875)],[1],[0],[0],[2.635253799962811],['target'],155,0,155,0,293.1999072000617,,10,293.1824513999745,293.1999072000617,293.1999072000617,0.014534599962644279,295.81775200006086,[np.float64(0.22875)],[np.float64(-0.25875)],[1],[0],[0],[2.635253799962811],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
156,0,156,[np.float64(0.25125)],[np.float64(-0.39625)],[1],[0],[0],[1.8094499000580981],['target'],156,0,156,0,295.8332105000736,,5,295.8247368000448,295.8332105000736,295.8332105000736,0.006878599990159273,297.6342383000301,[np.float64(0.25125)],[np.float64(-0.39625)],[1],[0],[0],[1.8094499000580981],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
157,0,157,[np.float64(0.08875)],[np.float64(0.12125)],[1],[0],[0],[2.3080702000297606],['target'],157,0,157,0,297.6494941000128,,5,297.6421343999682,297.6494941000128,297.6494941000128,0.007805499946698546,299.9502673000097,[np.float64(0.08875)],[np.float64(0.12125)],[1],[0],[0],[2.3080702000297606],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
158,0,158,[np.float64(0.25625)],[np.float64(0.44875)],[1],[0],[0],[1.924460299895145],['target'],158,0,158,0,299.9662673000712,,5,299.95872610004153,299.9662673000712,299.9662673000712,0.008357400074601173,301.88323510007467,[np.float64(0.25625)],[np.float64(0.44875)],[1],[0],[0],[1.924460299895145],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
159,0,159,[np.float64(0.08125)],[np.float64(0.45125)],[1],[0],[0],[1.7758122999221087],['target'],159,0,159,0,301.89889169996604,,5,301.89070400001947,301.89889169996604,301.89889169996604,0.0073778999503701925,303.66656609997153,[np.float64(0.08125)],[np.float64(0.45125)],[1],[0],[0],[1.7758122999221087],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
160,0,160,[np.float64(-0.485)],[np.float64(-0.24875)],[1],[0],[0],[2.4425854000728577],['target'],160,0,160,0,303.68226660008077,,5,303.673566600075,303.68226660008077,303.68226660008077,0.006912399898283184,306.11621250002645,[np.float64(-0.485)],[np.float64(-0.24875)],[1],[0],[0],[2.4425854000728577],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
161,0,161,[np.float64(-0.265)],[np.float64(0.22)],[1],[0],[0],[2.358579899999313],['target'],161,0,161,0,306.13127660006285,,5,306.12334579997696,306.13127660006285,306.13127660006285,0.007049100007861853,308.48197780002374,[np.float64(-0.265)],[np.float64(0.22)],[1],[0],[0],[2.358579899999313],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
162,0,162,[np.float64(0.29375)],[np.float64(0.14375)],[1],[0],[0],[3.2020666000898927],['target'],162,0,162,0,308.51416050002445,,10,308.49681699997745,308.51416050002445,308.51416050002445,0.014750099973753095,311.69892730005085,[np.float64(0.29375)],[np.float64(0.14375)],[1],[0],[0],[3.2020666000898927],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
163,0,163,[np.float64(-0.18)],[np.float64(0.205)],[1],[0],[0],[1.5188549999147654],['target'],163,0,163,0,311.7305378000019,,10,311.71300560003147,311.7305378000019,311.7305378000019,0.013888900051824749,313.23190770007204,[np.float64(-0.18)],[np.float64(0.205)],[1],[0],[0],[1.5188549999147654],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
164,0,164,[np.float64(0.31125)],[np.float64(0.1975)],[1],[0],[0],[1.7687635000329465],['target'],164,0,164,0,313.26329939998686,,10,313.2465308000101,313.26329939998686,313.26329939998686,0.014511600020341575,315.01534290006384,[np.float64(0.31125)],[np.float64(0.1975)],[1],[0],[0],[1.7687635000329465],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
165,0,165,[np.float64(-0.24625)],[np.float64(0.42875)],[1],[0],[0],[2.375374900060706],['target'],165,0,165,0,315.029975600075,,5,315.02242190006655,315.029975600075,315.029975600075,0.0069657000713050365,317.397850700072,[np.float64(-0.24625)],[np.float64(0.42875)],[1],[0],[0],[2.375374900060706],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
166,0,166,[np.float64(0.3275)],[np.float64(-0.315)],[1],[0],[0],[2.1676830999786034],['target'],166,0,166,0,317.4292852000799,,10,317.41267200000584,317.4292852000799,317.4292852000799,0.014732699957676232,319.5804109000601,[np.float64(0.3275)],[np.float64(-0.315)],[1],[0],[0],[2.1676830999786034],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
167,0,167,[np.float64(-0.31125)],[np.float64(-0.09)],[1],[0],[0],[1.6930248000426218],['target'],167,0,167,0,319.5960444000084,,5,319.58761080005206,319.5960444000084,319.5960444000084,0.007086100056767464,321.28068329999223,[np.float64(-0.31125)],[np.float64(-0.09)],[1],[0],[0],[1.6930248000426218],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
168,0,168,"[np.float64(0.1675), np.float64(0.16875)]","[np.float64(-0.39), np.float64(-0.4075)]","[1, 1]","[0, 0]","[0, 0]","[2.0076251999707893, 3.1905823999550194]","[None, 'target']",168,0,168,0,321.2959411999909,,5,321.28869549999945,321.2959411999909,321.2959411999909,0.00792230002116412,324.4793311000103,"[np.float64(0.1675), np.float64(0.16875)]","[np.float64(-0.39), np.float64(-0.4075)]","[1, 1]","[0, 0]","[0, 0]","[2.0076251999707893, 3.1905823999550194]","[None, 'target']",P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
169,0,169,"[np.float64(0.1975), np.float64(0.2175)]","[np.float64(-0.45625), np.float64(-0.46375)]","[1, 1]","[0, 0]","[0, 0]","[3.591491299914196, 5.45683309994638]","[None, 'target']",169,0,169,0,324.49502330005635,,5,324.4880186000373,324.49502330005635,324.49502330005635,0.008553100051358342,329.94489819998853,"[np.float64(0.1975), np.float64(0.2175)]","[np.float64(-0.45625), np.float64(-0.46375)]","[1, 1]","[0, 0]","[0, 0]","[3.591491299914196, 5.45683309994638]","[None, 'target']",P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
170,0,170,[np.float64(0.2875)],[np.float64(0.3775)],[1],[0],[0],[2.235113300033845],['target'],170,0,170,0,329.97665059997234,,10,329.9602155999746,329.97665059997234,329.97665059997234,0.015207699965685606,332.1953757000156,[np.float64(0.2875)],[np.float64(0.3775)],[1],[0],[0],[2.235113300033845],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
